"Representative","State","Amount"
"Farenthold Blake (R-TX)","Texas","$497553"
"Weygand Bob (D-RI)","Rhode Island","$495313"
"Meadows Mark (R-NC)","North Carolina","$494003"
"Newman Marie (D-IL)","Illinois","$493669"
"Fletcher Ernie (R-KY)","Kentucky","$492155"
"Nolan Rick (D-MN)","Minnesota","$490435"
"LaRocco Larry (D-ID)","Idaho","$488992"
"Goode Virgil (3)","","$487836"
"Gibbs Bob (R-OH)","Ohio","$486715"
"Woolsey Lynn (D-CA)","California","$485339"
"Buyer Steve (R-IN)","Indiana","$485071"
"Brown Corrine (D-FL)","Florida","$483506"
"Biggs Andy (R-AZ)","Arizona","$479337"
"Gibbons Sam (D-FL)","Florida","$479013"
"Frost Maxwell (D-FL)","Florida","$477917"
"Foley Thomas S (D-WA)","Washington","$476687"
"Jackson Jeff (D-NC)","North Carolina","$475896"
"Cubin Barbara (R-WY)","Wyoming","$473871"
"Evans Gabe (R-CO)","Colorado","$473449"
"Klink Ron (D-PA)","Pennsylvania","$472728"
"Marino Tom (R-PA)","Pennsylvania","$472618"
"Grisham Michelle Lujan (D-NM)","New Mexico","$471647"
"Bradley Jeb (R-NH)","New Hampshire","$471400"
"Olver John W (D-MA)","Massachusetts","$470721"
"Lesko Debbie (R-AZ)","Arizona","$469534"
"Levin Andy (D-MI)","Michigan","$469360"
"Farr Sam (D-CA)","California","$469320"
"Jacobs Chris (R-NY)","New York","$468223"
"Russo Martin A (D-IL)","Illinois","$462803"
"McCurdy Dave (D-OK)","Oklahoma","$462676"
"Joyce John (R-PA)","Pennsylvania","$459609"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$458419"
"Barber Ron (D-AZ)","Arizona","$458306"
"Ortiz Solomon P (D-TX)","Texas","$456272"
"Bynum Janelle (D-OR)","Oregon","$455132"
"Klug Scott L (R-WI)","Wisconsin","$451322"
"Porter John Edward (R-IL)","Illinois","$450859"
"Schilling Bobby (R-IL)","Illinois","$450403"
"Torkildsen Peter G (R-MA)","Massachusetts","$450245"
"Riley Bob (R-AL)","Alabama","$449733"
"Thurman Karen L (D-FL)","Florida","$448604"
"Trone David (D-MD)","Maryland","$448474"
"Guest Michael (R-MS)","Mississippi","$447934"
"Gibbons Jim (R-NV)","Nevada","$447513"
"Roth Toby (R-WI)","Wisconsin","$445028"
"Ogles Andy (R-TN)","Tennessee","$444886"
"Brown Anthony (D-MD)","Maryland","$443481"
"Stupak Bart (D-MI)","Michigan","$442465"
"Grijalva Raul M (D-AZ)","Arizona","$441109"
"Markey Betsy (D-CO)","Colorado","$440222"
"Moore Tim (R-NC)","North Carolina","$440061"
"Baesler Scotty (D-KY)","Kentucky","$439722"
"Franklin Scott (R-FL)","Florida","$438858"
"Jenkins Evan (R-WV)","West Virginia","$438783"
"Serrano Jose E (D-NY)","New York","$438672"
"Gilman Benjamin A (R-NY)","New York","$437669"
"Wilson Frederica (D-FL)","Florida","$436440"
"Begich Nick III (R-AK)","Alaska","$432543"
"Downey Thomas J (D-NY)","New York","$432300"
"Rooney Francis (R-FL)","Florida","$430787"
"Davis Jim (D-FL)","Florida","$430527"
"Delaney April (D-MD)","Maryland","$430235"
"Zeliff Bill (R-NH)","New Hampshire","$429968"
"Hochul Kathleen (D-NY)","New York","$429330"
"Petri Tom (R-WI)","Wisconsin","$429320"
"Solomon Gerald B H (R-NY)","New York","$428347"
"Molinari Susan (R-NY)","New York","$427444"
"Quinn Jack (R-NY)","New York","$427101"
"Fry Russell (R-SC)","South Carolina","$424168"
"Souder Mark E (R-IN)","Indiana","$423063"
"Jacobs Sara (D-CA)","California","$422079"
"Wheat Alan (D-MO)","Missouri","$421964"
"Shuster Bud (R-PA)","Pennsylvania","$420325"
"Lehman Richard H (D-CA)","California","$419450"
"Condit Gary A (D-CA)","California","$419198"
"Green Bill (R-NY)","New York","$416740"
"Gekas George W (R-PA)","Pennsylvania","$416092"
"Baker Bill (R-CA)","California","$412735"
"Kildee Dale E (D-MI)","Michigan","$412190"
"Regula Ralph (R-OH)","Ohio","$411500"
"Kuhl John R Jr (R-NY)","New York","$411150"
"Fingerhut Eric D (D-OH)","Ohio","$410185"
"Huelskamp Tim (R-KS)","Kansas","$405877"
"Driehaus Steve (D-OH)","Ohio","$405565"
"Riggs Frank (R-CA)","California","$403944"
"Payne Donald M Jr (D-NJ)","New Jersey","$403911"
"Teague Harry (D-NM)","New Mexico","$403764"
"Cunningham Randy (Duke) (R-CA)","California","$400686"
"Geren Pete (D-TX)","Texas","$398615"
"Hurd Jeffrey (R-CO)","Colorado","$398525"
"Garcia Robert (D-CA)","California","$398476"
"Napolitano Grace (D-CA)","California","$397851"
"Derrick Butler C Jr (D-SC)","South Carolina","$395750"
"Kratovil Frank (D-MD)","Maryland","$395620"
"Russell Steven (R-OK)","Oklahoma","$394925"
"Fallin Mary (R-OK)","Oklahoma","$394775"
"Amo Gabe (D-RI)","Rhode Island","$394463"
"Conyers John Jr (D-MI)","Michigan","$393796"
"Cline Ben (R-VA)","Virginia","$392869"
"Buerkle Ann Marie (R-NY)","New York","$390347"
"Hice Jody (R-GA)","Georgia","$389419"
"Franks Trent (R-AZ)","Arizona","$388253"
"Gonzalez Jenniffer (3-PR)","Puerto Rico","$385510"
"Margolies Marjorie (D-PA)","Pennsylvania","$384964"
"Crockett Jasmine (D-TX)","Texas","$384818"
"Moody Jim (D-WI)","Wisconsin","$383794"
"McEachin Donald (D-VA)","Virginia","$383291"
"Bush Cori (D-MO)","Missouri","$381357"
"McMillen Tom (D-MD)","Maryland","$379085"
"Hahn Janice (D-CA)","California","$378175"
"Mrazek Robert J (D-NY)","New York","$377569"
"Desaulnier Mark (D-CA)","California","$376700"
"Johnson Timothy (R-IL)","Illinois","$376503"
"Ivey Glenn (D-MD)","Maryland","$373145"
"Fallon Patrick (R-TX)","Texas","$372229"
"Gosar Paul (R-AZ)","Arizona","$368861"
"Carr Bob (R-MI)","Michigan","$367574"
"Hoyle Val (D-OR)","Oregon","$367409"
"Knott Brad (R-NC)","North Carolina","$367381"
"Cook Paul (R-CA)","California","$365831"
"Schauer Mark (D-MI)","Michigan","$363954"
"Strong Dale (R-AL)","Alabama","$362374"
"Blagojevich Rod (D-IL)","Illinois","$361165"
"Langworthy Nick (R-NY)","New York","$359856"
"Glickman Daniel Robert (D-KS)","Kansas","$359444"
"Carney Chris (D-PA)","Pennsylvania","$357910"
"Slattery Jim (D-KS)","Kansas","$356021"
"Garcia Jesus (D-IL)","Illinois","$355564"
"Tauke Tom (R-IA)","Iowa","$347796"
"Fortuno Luis (R-PR)","Puerto Rico","$344254"
"Crank Jeffrey G (R-CO)","Colorado","$342884"
"Cloud Michael (R-TX)","Texas","$342827"
"Sundquist Donald Kenneth (R-TN)","Tennessee","$341716"
"Labrador Raul (R-ID)","Idaho","$340116"
"Shea-Porter Carol (D-NH)","New Hampshire","$339838"
"Collins Mike (R-GA)","Georgia","$339462"
"Ewing Thomas W (R-IL)","Illinois","$339068"
"Lightfoot Jim (R-IA)","Iowa","$338883"
"McBride Sarah (D-DE)","Delaware","$338102"
"Snyder Vic (D-AR)","Arkansas","$338000"
"Thornton Ray (D-AR)","Arkansas","$337063"
"Hardy Cresent (R-NV)","Nevada","$335708"
"Schrock Ed (R-VA)","Virginia","$335492"
"Mannion John (D-NY)","New York","$333618"
"Payne LF Jr (D-VA)","Virginia","$333495"
"Obernolte Jay (R-CA)","California","$332771"
"Owens Wayne (D-UT)","Utah","$332632"
"Chrysler Dick (R-MI)","Michigan","$331639"
"Anthony Beryl F Jr (D-AR)","Arkansas","$330948"
"Klein Herbert C (D-NJ)","New Jersey","$330250"
"Metcalf Jack (R-WA)","Washington","$329420"
"Mollohan Alan B (D-WV)","West Virginia","$329370"
"Sutton Betty Sue (D-OH)","Ohio","$329105"
"Bright Bobby (R-AL)","Alabama","$327630"
"Ehlers Vernon J (R-MI)","Michigan","$326080"
"Bartlett Roscoe G (R-MD)","Maryland","$325115"
"Lowenthal Alan (D-CA)","California","$324326"
"Alford Mark (R-MO)","Missouri","$322778"
"Dexter Maxine (D-OR)","Oregon","$321845"
"Wright Ron (R-TX)","Texas","$321015"
"Boccieri John A (D-OH)","Ohio","$320960"
"Fawell Harris W (R-IL)","Illinois","$320510"
"Yoho Ted (R-FL)","Florida","$317804"
"Stockman Steve (R-TX)","Texas","$317406"
"Orton Bill (D-UT)","Utah","$317081"
"Combest Larry (R-TX)","Texas","$316985"
"Hill Rick (R-MT)","Montana","$316894"
"Rivera David (R-FL)","Florida","$316550"
"Finstad Brad (R-MN)","Minnesota","$313084"
"AuCoin Les (D-OR)","Oregon","$312063"
"Hoke Martin R (R-OH)","Ohio","$311955"
"Olszewski John Anthony Jr. (D-MD)","Maryland","$311652"
"Schaefer Dan (R-CO)","Colorado","$309930"
"Flake Floyd H (D-NY)","New York","$309506"
"Saiki Patricia Fukuda (R-HI)","Hawaii","$309224"
"Oberstar James L (D-MN)","Minnesota","$309161"
"Mackenzie Ryan (R-PA)","Pennsylvania","$309116"
"Moore Barry (R-AL)","Alabama","$306756"
"Kihuen Ruben (D-NV)","Nevada","$306009"
"McCarthy Karen (D-MO)","Missouri","$305954"
"Higgins Clay (R-LA)","Louisiana","$305951"
"Florio James J (D-NJ)","New Jersey","$305450"
"Massa Eric (D-NY)","New York","$304729"
"Fowler Tillie (R-FL)","Florida","$304368"
"Schwarz Joe (R-MI)","Michigan","$303077"
"Downing Troy (R-MT)","Montana","$302206"
"Leach Jim (R-IA)","Iowa","$300691"
"Roe Phil (R-TN)","Tennessee","$300331"
"Romero-Barcelo Carlos (D-PR)","Puerto Rico","$299592"
"Carson Julia (D-IN)","Indiana","$299369"
"Critz Mark (D-PA)","Pennsylvania","$297975"
"Watkins Steve (R-KS)","Kansas","$297209"
"Callahan Sonny (R-AL)","Alabama","$297200"
"Frisa Daniel (R-NY)","New York","$296325"
"Barca Peter William (D-WI)","Wisconsin","$295595"
"Harshbarger Diana (R-TN)","Tennessee","$295515"
"Cremeans Frank A (R-OH)","Ohio","$294334"
"Fish Hamilton Jr (R-NY)","New York","$293319"
"Austria Steve (R-OH)","Ohio","$293285"
"Barrett Bill (R-NE)","Nebraska","$292169"
"Oakar Mary Rose (D-OH)","Ohio","$292086"
"Brooks Jack Bascom (D-TX)","Texas","$291958"
"Kamlager Sydney (D-CA)","California","$291661"
"Collins Cardiss (D-IL)","Illinois","$291412"
"Kissell Larry (D-NC)","North Carolina","$290576"
"Taylor Gene (R-MS)","Mississippi","$288810"
"Darden Buddy (D-GA)","Georgia","$288434"
"Huffington Michael (R-CA)","California","$287591"
"Bacchus James L (D-FL)","Florida","$286799"
"Blute Peter I (R-MA)","Massachusetts","$286445"
"Bentley Helen Delich (R-MD)","Maryland","$285494"
"Pickett Owen B (D-VA)","Virginia","$281498"
"Lipinski Bill (D-IL)","Illinois","$276300"
"Takai Mark (D-HI)","Hawaii","$276172"
"Schuette Bill (R-MI)","Michigan","$275709"
"Mcdowell Addison (R-NC)","North Carolina","$274090"
"McGrath Raymond J (R-NY)","New York","$272404"
"Schenk Lynn (D-CA)","California","$269661"
"Roemer Tim (D-IN)","Indiana","$268198"
"Fong Vince (R-CA)","California","$267936"
"Annunzio Frank (D-IL)","Illinois","$266594"
"Adams Sandy (R-FL)","Florida","$265504"
"Figures Shomari (D-AL)","Alabama","$265415"
"Fulcher Russ (R-ID)","Idaho","$265394"
"Burlison Eric (R-MO)","Missouri","$265020"
"Ridge Thomas J (R-PA)","Pennsylvania","$263585"
"Andrews Thomas H (D-ME)","Maine","$263397"
"Mills Cory (R-FL)","Florida","$263170"
"Laughlin Greg (R-TX)","Texas","$263074"
"Horn Steve (R-CA)","California","$261822"
"McCandless Alfred A (R-CA)","California","$261699"
"Baumgartner Michael (R-WA)","Washington","$261621"
"Sawyer Tom (D-OH)","Ohio","$261373"
"Hostettler John (R-IN)","Indiana","$260329"
"Moran Nathaniel (R-TX)","Texas","$259734"
"Livingston Robert L (R-LA)","Louisiana","$259683"
"Cazayoux Don (D-LA)","Louisiana","$259469"
"Quillen James H (R-TN)","Tennessee","$259376"
"Fedorchak Julie (R-ND)","North Dakota","$259183"
"Bryant John (D-TX)","Texas","$257821"
"Bell Chris (D-TX)","Texas","$257636"
"Parker Mike (R-MS)","Mississippi","$256642"
"Bono Sonny (R-CA)","California","$249523"
"Erdreich Ben (D-AL)","Alabama","$249460"
"Mineta Norman Y (D-CA)","California","$249228"
"Goss Porter (R-FL)","Florida","$248187"
"Barrett Tom (D-WI)","Wisconsin","$248083"
"Scarborough Joe (R-FL)","Florida","$247481"
"Largent Steve (R-OK)","Oklahoma","$246325"
"Subramanyam Suhas (D-VA)","Virginia","$245448"
"Michel Robert H (R-IL)","Illinois","$244976"
"Aspin Les (D-WI)","Wisconsin","$244350"
"Jack Brian (R-GA)","Georgia","$241763"
"Brewster Bill (D-OK)","Oklahoma","$241647"
"Smith Linda (R-WA)","Washington","$241599"
"Bateman Herbert H (R-VA)","Virginia","$241083"
"Ballenger Cass (R-NC)","North Carolina","$240879"
"Spano Ross (R-FL)","Florida","$239811"
"Synar Michael Lynn (D-OK)","Oklahoma","$238930"
"Martini Bill (R-NJ)","New Jersey","$238520"
"Peterson John E (R-PA)","Pennsylvania","$238466"
"Cooksey John (R-LA)","Louisiana","$237943"
"Sali Bill (R-ID)","Idaho","$237837"
"Minge David (D-MN)","Minnesota","$237566"
"Atkins Chester Greenough (D-MA)","Massachusetts","$236711"
"Morrison Kelly (D-MN)","Minnesota","$235819"
"McKinney Cynthia (3)","","$235690"
"Redmond Bill (R-NM)","New Mexico","$234722"
"Tokuda Jill (D-HI)","Hawaii","$233591"
"Hamadeh Abraham (R-AZ)","Arizona","$233396"
"Furse Elizabeth (D-OR)","Oregon","$233262"
"Landry Jeff (R-LA)","Louisiana","$232850"
"Otter C L (Butch) (R-ID)","Idaho","$228640"
"Baldacci John (D-ME)","Maine","$226294"
"Solis Hilda L (D-CA)","California","$225297"
"Ezell Mike (R-MS)","Mississippi","$224210"
"Acevedo-Vila Anibal (D-PR)","Puerto Rico","$224168"
"Bentz Cliff (R-OR)","Oregon","$223702"
"Tate Randy (R-WA)","Washington","$223492"
"Turner Jim (D-TX)","Texas","$223149"
"Hamilton Lee H (D-IN)","Indiana","$222190"
"Casar Greg (D-TX)","Texas","$221955"
"Mann David S (D-OH)","Ohio","$221625"
"Gilchrest Wayne T (R-MD)","Maryland","$221356"
"Lee Summer (D-PA)","Pennsylvania","$221330"
"Yates Sidney R (D-IL)","Illinois","$221075"
"Cravaack Chip (R-MN)","Minnesota","$220348"
"Cook Merrill (R-UT)","Utah","$219043"
"Nugent Richard (R-FL)","Florida","$218855"
"Abraham Ralph (R-LA)","Louisiana","$218377"
"Moorhead Carlos J (R-CA)","California","$215791"
"Johnson Julie (D-TX)","Texas","$215504"
"Haaland Debra (D-NM)","New Mexico","$215343"
"Cao Joseph (R-LA)","Louisiana","$215297"
"Bridenstine James (R-OK)","Oklahoma","$215125"
"Beilenson Anthony C (D-CA)","California","$215090"
"Wylie Chalmers P (R-OH)","Ohio","$214595"
"McHugh John M (R-NY)","New York","$214256"
"Pickle James Jarrell (D-TX)","Texas","$211756"
"Kagen Steve (D-WI)","Wisconsin","$211285"
"Bordallo Madeleine Z (D-GU)","Guam","$211071"
"Evans Lane (D-IL)","Illinois","$210580"
"Snowbarger Vince (R-KS)","Kansas","$209827"
"Hayes Jimmy (R-LA)","Louisiana","$209133"
"Vander Jagt Guy A (R-MI)","Michigan","$208998"
"Dahlkemper Kathy (D-PA)","Pennsylvania","$206750"
"Grandy Fred (R-IA)","Iowa","$206309"
"Shows Ronnie (D-MS)","Mississippi","$205913"
"Gallo Dean A (R-NJ)","New Jersey","$205819"
"Schmidt Derek (R-KS)","Kansas","$205639"
"Kostmayer Peter H (D-PA)","Pennsylvania","$205408"
"Lent Norman F (R-NY)","New York","$205072"
"Mullin Kevin (D-CA)","California","$204998"
"Boyda Nancy (D-KS)","Kansas","$204356"
"Mitchell Paul (R-MI)","Michigan","$203875"
"Clyde Andrew (R-GA)","Georgia","$203515"
"Maloy Celeste (R-UT)","Utah","$203329"
"Griffith Parker (R-AL)","Alabama","$203250"
"Thanedar Shri (D-MI)","Michigan","$201450"
"Patterson Elizabeth J (D-SC)","South Carolina","$200797"
"Barnard Druie Douglas Jr (D-GA)","Georgia","$200612"
"Borski Bob (D-PA)","Pennsylvania","$200335"
"Ritter Don (R-PA)","Pennsylvania","$200000"
"Miller Mary (R-IL)","Illinois","$199689"
"Bartlett Steve (R-TX)","Texas","$199250"
"Jackson Jonathan (D-IL)","Illinois","$199229"
"Davis Jo Ann (R-VA)","Virginia","$198514"
"Hubbard Carroll Jr (D-KY)","Kentucky","$197627"
"Turner Robert L (R-NY)","New York","$194950"
"Heineman Fred (R-NC)","North Carolina","$194091"
"Pappas Mike (R-NJ)","New Jersey","$190982"
"Schneider Claudine C (R-RI)","Rhode Island","$190332"
"Skeen Joe (R-NM)","New Mexico","$189712"
"Vucanovich Barbara F (R-NV)","Nevada","$189515"
"Self Keith (R-TX)","Texas","$188625"
"Wilson Charles (D-TX)","Texas","$187681"
"Stansbury Melanie (D-NM)","New Mexico","$187418"
"Swift Al (D-WA)","Washington","$187137"
"Bilbray James H (D-NV)","Nevada","$187020"
"Enyart William (D-IL)","Illinois","$186582"
"McMillan J Alex (R-NC)","North Carolina","$186200"
"Mascara Frank (D-PA)","Pennsylvania","$186167"
"Reynolds Mel (D-IL)","Illinois","$185681"
"Christian-Christensen Donna (D-VI)","Virgin Islands","$185300"
"Simon Lateefah (D-CA)","California","$185081"
"Clawson Curt (R-FL)","Florida","$184156"
"Hefley Joel (R-CO)","Colorado","$181389"
"Archer Bill (R-TX)","Texas","$181355"
"Miller Dan (R-FL)","Florida","$180970"
"Emerson Bill (R-MO)","Missouri","$180178"
"Hutchinson Asa (R-AR)","Arkansas","$179542"
"Coppersmith Samuel G (D-AZ)","Arizona","$179380"
"Solarz Stephen J (D-NY)","New York","$179165"
"Balint Becca (D-VT)","Vermont","$176638"
"Parris Stan (R-VA)","Virginia","$176400"
"Sabo Martin Olav (D-MN)","Minnesota","$176345"
"Gill Brandon (R-TX)","Texas","$175534"
"Meek Carrie (D-FL)","Florida","$174475"
"Fields Cleo (D-LA)","Louisiana","$171243"
"Hancock Mel (R-MO)","Missouri","$167806"
"Schulze Dick (R-PA)","Pennsylvania","$167693"
"Schiff Steven H (R-NM)","New Mexico","$165687"
"Radel Trey (R-FL)","Florida","$165655"
"Hefner W G (Bill) (D-NC)","North Carolina","$165240"
"Gray William H III (D-PA)","Pennsylvania","$165100"
"Keller Fred (R-PA)","Pennsylvania","$164943"
"Hiler John (R-IN)","Indiana","$163958"
"Skaggs David E (D-CO)","Colorado","$162303"
"Hare Phil (D-IL)","Illinois","$161700"
"Elfreth Sarah (D-MD)","Maryland","$159388"
"Chenoweth Helen (R-ID)","Idaho","$158564"
"Stallings Richard (D-ID)","Idaho","$157704"
"Hall Tony P (D-OH)","Ohio","$157680"
"McClellan Jennifer (D-VA)","Virginia","$157097"
"Richardson Laura (D-CA)","California","$157058"
"Phelps David (D-IL)","Illinois","$156100"
"Moore Riley (R-WV)","West Virginia","$155391"
"Guarini Frank J (D-NJ)","New Jersey","$154849"
"Brown George E Jr (D-CA)","California","$154586"
"Packard Ron (R-CA)","California","$154289"
"Sekula-Gibbs Shelley (R-TX)","Texas","$153017"
"Sarpalius William Clarence (D-TX)","Texas","$152627"
"Thompson Jill Long (D-IN)","Indiana","$150048"
"Gunderson Steve (R-WI)","Wisconsin","$149821"
"Kim Jay C (R-CA)","California","$149512"
"Messmer Mark (R-IN)","Indiana","$148997"
"Janklow Bill (R-SD)","South Dakota","$148700"
"Hansen James V (R-UT)","Utah","$147187"
"Seastrand Andrea (R-CA)","California","$147157"
"Spence Floyd D (R-SC)","South Carolina","$146390"
"Johnson C Donald (D-GA)","Georgia","$145976"
"Martinez Matthew G (D-CA)","California","$145673"
"Torres Esteban E (D-CA)","California","$143655"
"Lowery William D (R-CA)","California","$143086"
"Rinaldo Matthew J (R-NJ)","New Jersey","$143050"
"Friedman Laura (D-CA)","California","$142598"
"Stump Bob (R-AZ)","Arizona","$142475"
"Machtley Ronald Keith (R-RI)","Rhode Island","$142304"
"Bentivolio Kerry (R-MI)","Michigan","$141700"
"Clarke Hansen (D-MI)","Michigan","$141300"
"Johnston Harry A (D-FL)","Florida","$140975"
"Longley James B Jr (R-ME)","Maine","$137617"
"Flippo Ronnie G (D-AL)","Alabama","$137350"
"Luken Charles John (D-OH)","Ohio","$136890"
"Clayton Eva M (D-NC)","North Carolina","$134289"
"Owens Major R (D-NY)","New York","$134050"
"Jenkins Bill (R-TN)","Tennessee","$133659"
"Kahele Kai (D-HI)","Hawaii","$133607"
"McEwen Bob (R-OH)","Ohio","$133550"
"Lancaster Harold Martin (D-NC)","North Carolina","$133154"
"Browder Glen (D-AL)","Alabama","$131108"
"Coleman Ronald D (D-TX)","Texas","$130071"
"Foglietta Thomas M (D-PA)","Pennsylvania","$129062"
"Danner Pat (D-MO)","Missouri","$127433"
"Jones Brenda (D-MI)","Michigan","$127255"
"Sharp Philip R (D-IN)","Indiana","$127075"
"Baird Jim (R-IN)","Indiana","$126351"
"Pease Ed (R-IN)","Indiana","$126322"
"Ray Richard (D-GA)","Georgia","$126320"
"Alexander William Vollie Jr (D-AR)","Arkansas","$125175"
"Kennedy Mike (R-UT)","Utah","$125041"
"Barcia Jim (D-MI)","Michigan","$124682"
"Chapman Jim (D-TX)","Texas","$124251"
"Stokes Louis (D-OH)","Ohio","$123700"
"Hilliard Earl F (D-AL)","Alabama","$122725"
"Funderburk David (R-NC)","North Carolina","$122051"
"Shepherd Karen F (D-UT)","Utah","$120950"
"Flanagan Michael Patrick (R-IL)","Illinois","$120880"
"Davis David (R-TN)","Tennessee","$120625"
"Ford Harold E (D-TN)","Tennessee","$119600"
"Garrett Tom (R-VA)","Virginia","$119250"
"Platts Todd (R-PA)","Pennsylvania","$119133"
"Rulli Michael (R-OH)","Ohio","$119117"
"Douglas Chuck (R-NH)","New Hampshire","$118662"
"Smith Bob (R-OR)","Oregon","$118237"
"Weber Vin (R-MN)","Minnesota","$118100"
"Eckart Dennis E (D-OH)","Ohio","$117129"
"Early Joseph D (D-MA)","Massachusetts","$116050"
"Watson Diane E (D-CA)","California","$115200"
"Smith Neal (D-IA)","Iowa","$114070"
"Hochbrueckner George J (D-NY)","New York","$113870"
"Wied Tony (R-WI)","Wisconsin","$113578"
"Cox John W Jr (D-IL)","Illinois","$112345"
"Lagomarsino Robert J (R-CA)","California","$112224"
"Coleman E Thomas (R-MO)","Missouri","$112141"
"Sisisky Norman (D-VA)","Virginia","$110575"
"Meyers Jan (R-KS)","Kansas","$110350"
"Rivers Lynn N (D-MI)","Michigan","$110350"
"Ramirez Delia (D-IL)","Illinois","$110287"
"Buechner Jack (R-MO)","Missouri","$110275"
"Smith Nick (R-MI)","Michigan","$109642"
"Ford William D (D-MI)","Michigan","$108550"
"Tejeda Frank (D-TX)","Texas","$107275"
"Volkmer Harold L (D-MO)","Missouri","$106625"
"Dornan Robert K (R-CA)","California","$106407"
"Onder Robert Frank Jr (R-MO)","Missouri","$106295"
"Randall Emily (D-WA)","Washington","$105757"
"Rowland James Roy Jr (D-GA)","Georgia","$104820"
"English Glenn Lee Jr (D-OK)","Oklahoma","$102686"
"Byrne Leslie L (D-VA)","Virginia","$102007"
"Foushee Valerie (D-NC)","North Carolina","$101142"
"Brecheen Josh (R-OK)","Oklahoma","$100934"
"Studds Gerry E (D-MA)","Massachusetts","$100699"
"De la Garza E (Kika) (D-TX)","Texas","$100005"
"Williams Pat (D-MT)","Montana","$99995"
"Unsoeld Jolene (D-WA)","Washington","$99921"
"Canady Charles T (R-FL)","Florida","$99200"
"Smith Larry (D-FL)","Florida","$98750"
"Gonzalez Henry B (D-TX)","Texas","$97175"
"Rhodes John Jacob III (R-AZ)","Arizona","$96901"
"Mink Patsy T (D-HI)","Hawaii","$96400"
"McDade Joseph M (R-PA)","Pennsylvania","$96383"
"Clay William L (D-MO)","Missouri","$96000"
"Lehman William (D-FL)","Florida","$95753"
"Dellums Ronald V (D-CA)","California","$95374"
"Edwards Mickey (R-OK)","Oklahoma","$94682"
"McIver LaMonica (D-NJ)","New Jersey","$89803"
"Hernandez Rivera Pablo Jose (3-PR)","Puerto Rico","$89600"
"Millender-McDonald Juanita (D-CA)","California","$87865"
"Sikorski Gerry (D-MN)","Minnesota","$87515"
"Washington Craig A (D-TX)","Texas","$87048"
"Dannemeyer William E (R-CA)","California","$86676"
"Waldholtz Enid Greene (R-UT)","Utah","$85903"
"Cherfilus-McCormick Sheila (D-FL)","Florida","$85667"
"Nichols Richard D (R-KS)","Kansas","$85566"
"Hughes Bill (D-NJ)","New Jersey","$85519"
"Grant Bill (R-FL)","Florida","$84542"
"Marlenee Ron (R-MT)","Montana","$84258"
"Rose Charlie (D-NC)","North Carolina","$83468"
"Kreidler Mike (D-WA)","Washington","$82990"
"James Craig Taylor (R-FL)","Florida","$82881"
"Holloway Clyde C (R-LA)","Louisiana","$82842"
"Donnelly Brian (D-MA)","Massachusetts","$82800"
"Smith Denny (R-OR)","Oregon","$82060"
"Walgren Doug (D-PA)","Pennsylvania","$81250"
"Nagle David R (D-IA)","Iowa","$80659"
"Jenkins Edgar L (D-GA)","Georgia","$80650"
"Jones Ben (D-VA)","Virginia","$80650"
"Bruce Terry L (D-IL)","Illinois","$79300"
"Kopetski Mike (D-OR)","Oregon","$78325"
"Kerns Brian (R-IN)","Indiana","$77945"
"Montgomery G V (Sonny) (D-MS)","Mississippi","$76000"
"Miller John (R-WA)","Washington","$75625"
"Biggs Sheri (R-SC)","South Carolina","$74932"
"Feighan Edward F (D-OH)","Ohio","$74350"
"Myers John T (R-IN)","Indiana","$73705"
"Clinger William F (R-PA)","Pennsylvania","$72340"
"Osborne Tom (R-NE)","Nebraska","$72010"
"Rivas Luz (D-CA)","California","$71980"
"Panetta Leon Edward (D-CA)","California","$71800"
"Peterson Pete (D-FL)","Florida","$70472"
"Smith Peter (R-VT)","Vermont","$70355"
"Hutto Earl D (D-FL)","Florida","$69220"
"Capps Walter H (D-CA)","California","$68660"
"Ward Mike (D-KY)","Kentucky","$68380"
"Sangmeister George E (D-IL)","Illinois","$67821"
"Slaughter D French Jr (R-VA)","Virginia","$67500"
"Turner Sylvester (D-TX)","Texas","$66300"
"Ireland Andy (R-FL)","Florida","$65194"
"Hatcher Charles Floyd (D-GA)","Georgia","$64700"
"Moylan James C (R-GU)","Guam","$64350"
"Scheuer James H (D-NY)","New York","$64250"
"Valentine Itimous Thaddeus Jr (D-NC)","North Carolina","$63750"
"Faleomavaega Eni F H (D-AS)","American Samoa","$63600"
"Mavroules Nicholas (D-MA)","Massachusetts","$62350"
"Taylor David (R-OH)","Ohio","$61994"
"Lloyd Marilyn L (D-TN)","Tennessee","$61850"
"Shumway Norman D (R-CA)","California","$60472"
"Bates Jim (D-CA)","California","$60146"
"Traficant James A Jr (I-OH)","Ohio","$59560"
"Pou Nelida (D-NJ)","New Jersey","$59300"
"Wise Bob (D-WV)","West Virginia","$57750"
"Ravenel Arthur Jr (R-SC)","South Carolina","$55825"
"Morrison Bruce A (D-CT)","Connecticut","$55534"
"Fascell Dante B (D-FL)","Florida","$55225"
"Bustamante Albert G (D-TX)","Texas","$54774"
"Dixon Julian C (D-CA)","California","$54450"
"Horn Joan Kelly (D-MO)","Missouri","$54142"
"Ballance Frank W Jr (D-NC)","North Carolina","$53250"
"Henry Paul B (R-MI)","Michigan","$52775"
"Levy David A (3-NY)","New York","$51983"
"McCloskey Frank (D-IN)","Indiana","$51630"
