"Representative","State","Amount"
"Ivey Glenn (D-MD)","Maryland","$114243"
"Casar Greg (D-TX)","Texas","$113845"
"Timmons William (R-SC)","South Carolina","$113700"
"Blum Rod (R-IA)","Iowa","$113633"
"Maloney Jim (D-CT)","Connecticut","$113390"
"Watkins Wes (R-OK)","Oklahoma","$112575"
"McClellan Jennifer (D-VA)","Virginia","$112381"
"Balint Becca (D-VT)","Vermont","$112175"
"Schenk Lynn (D-CA)","California","$111422"
"Gooden Lance (R-TX)","Texas","$111350"
"Roukema Marge (R-NJ)","New Jersey","$111299"
"Donovan Dan (R-NY)","New York","$110860"
"Kissell Larry (D-NC)","North Carolina","$110763"
"Bentsen Ken (D-TX)","Texas","$110175"
"Kanjorski Paul E (D-PA)","Pennsylvania","$109700"
"Barrett Gresham (R-SC)","South Carolina","$108750"
"Russo Martin A (D-IL)","Illinois","$108604"
"Gibbons Jim (R-NV)","Nevada","$108598"
"AuCoin Les (D-OR)","Oregon","$108496"
"Plaskett Stacey (D-VI)","Virgin Islands","$108165"
"Wilson Charles (D-TX)","Texas","$107850"
"Kildee Dale E (D-MI)","Michigan","$107480"
"Barca Peter William (D-WI)","Wisconsin","$107181"
"Fish Hamilton Jr (R-NY)","New York","$107150"
"Grothman Glenn (R-WI)","Wisconsin","$107065"
"Kosmas Suzanne (D-FL)","Florida","$106883"
"Cook Paul (R-CA)","California","$106810"
"Costello Jerry F (D-IL)","Illinois","$106350"
"D'Esposito Anthony (R-NY)","New York","$106026"
"Broun Paul (R-GA)","Georgia","$105990"
"Kostmayer Peter H (D-PA)","Pennsylvania","$105699"
"Otter C L (Butch) (R-ID)","Idaho","$105350"
"Walsh Joe (R)","","$105100"
"Duarte John (R-CA)","California","$105055"
"Brown Henry (R-SC)","South Carolina","$104757"
"Ehlers Vernon J (R-MI)","Michigan","$104675"
"Fincher Steve (R-TN)","Tennessee","$104474"
"Solomon Gerald B H (R-NY)","New York","$104414"
"Benishek Dan (R-MI)","Michigan","$104001"
"Glickman Daniel Robert (D-KS)","Kansas","$104000"
"Schneider Claudine C (R-RI)","Rhode Island","$103990"
"Riley Bob (R-AL)","Alabama","$103620"
"Roemer Tim (D-IN)","Indiana","$103389"
"Minge David (D-MN)","Minnesota","$103124"
"Meadows Mark (R-NC)","North Carolina","$102175"
"Childers Travis (D-MS)","Mississippi","$101000"
"Crane Eli (R-AZ)","Arizona","$100926"
"Cravaack Chip (R-MN)","Minnesota","$100761"
"Molinari Susan (R-NY)","New York","$100651"
"Christensen Jon (R-NE)","Nebraska","$100040"
"Moskowitz Jared (D-FL)","Florida","$99837"
"Hanna Richard (R-NY)","New York","$99744"
"Amo Gabe (D-RI)","Rhode Island","$99380"
"Shuster Bud (R-PA)","Pennsylvania","$98954"
"Desjarlais Scott (R-TN)","Tennessee","$98753"
"Duncan John J Jr (R-TN)","Tennessee","$98600"
"Schroeder Patricia (D-CO)","Colorado","$98509"
"Teague Harry (D-NM)","New Mexico","$98370"
"Jenkins Bill (R-TN)","Tennessee","$98000"
"McMahon Michael E (D-NY)","New York","$97414"
"Boccieri John A (D-OH)","Ohio","$97027"
"Wilson Charlie (D-OH)","Ohio","$96950"
"Tiffany Tom (R-WI)","Wisconsin","$96824"
"Nolan Rick (D-MN)","Minnesota","$96480"
"Andrews Thomas H (D-ME)","Maine","$96185"
"Trott Dave (R-MI)","Michigan","$95805"
"Laturner Jake (R-KS)","Kansas","$95562"
"McCurdy Dave (D-OK)","Oklahoma","$95525"
"Hahn Janice (D-CA)","California","$95380"
"Simon Lateefah (D-CA)","California","$95189"
"Dahlkemper Kathy (D-PA)","Pennsylvania","$94950"
"Lucas Ken (D-KY)","Kentucky","$93697"
"Randall Emily (D-WA)","Washington","$93619"
"Johnson Timothy (R-IL)","Illinois","$93285"
"Turner Jim (D-TX)","Texas","$93238"
"McClain Lisa (R-MI)","Michigan","$92910"
"Callahan Sonny (R-AL)","Alabama","$92744"
"Guest Michael (R-MS)","Mississippi","$92351"
"LaRocco Larry (D-ID)","Idaho","$92289"
"Fitzgerald Scott (R-WI)","Wisconsin","$91947"
"Porter John Edward (R-IL)","Illinois","$91864"
"Andrews Michael Allen (D-TX)","Texas","$91800"
"Snyder Vic (D-AR)","Arkansas","$91800"
"Scarborough Joe (R-FL)","Florida","$91560"
"Hall Tony P (D-OH)","Ohio","$91280"
"Miller Carol (R-WV)","West Virginia","$91198"
"Taylor Gene (R-MS)","Mississippi","$90950"
"Latimer George (D-NY)","New York","$90897"
"Baesler Scotty (D-KY)","Kentucky","$90397"
"Desaulnier Mark (D-CA)","California","$90317"
"Norman Ralph (R-SC)","South Carolina","$90043"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$90021"
"Jones Stephanie Tubbs (D-OH)","Ohio","$89600"
"Hageman Harriet (R-WY)","Wyoming","$89529"
"Blagojevich Rod (D-IL)","Illinois","$89460"
"Lee Christopher J (R-NY)","New York","$88040"
"Sharp Philip R (D-IN)","Indiana","$88025"
"Michel Robert H (R-IL)","Illinois","$87855"
"Studds Gerry E (D-MA)","Massachusetts","$87550"
"Jolly David (R-FL)","Florida","$86300"
"Hochul Kathleen (D-NY)","New York","$86250"
"Garcia Robert (D-CA)","California","$85910"
"Schiff Steven H (R-NM)","New Mexico","$85630"
"Derrick Butler C Jr (D-SC)","South Carolina","$85600"
"Garcia Jesus (D-IL)","Illinois","$85003"
"Burchett Tim (R-TN)","Tennessee","$84892"
"Romero-Barcelo Carlos (D-PR)","Puerto Rico","$84800"
"Stutzman Marlin (R-IN)","Indiana","$84582"
"Langworthy Nick (R-NY)","New York","$84448"
"Pierluisi Pedro (D-PR)","Puerto Rico","$84443"
"Ewing Thomas W (R-IL)","Illinois","$83935"
"Gimenez Carlos (R-FL)","Florida","$83712"
"Riggleman Denver (R-VA)","Virginia","$83513"
"Majette Denise L (D-GA)","Georgia","$83141"
"Thurman Karen L (D-FL)","Florida","$82300"
"Burns Max (R-GA)","Georgia","$81947"
"Grucci Felix J Jr (R-NY)","New York","$81850"
"Hamilton Lee H (D-IN)","Indiana","$81723"
"Spence Floyd D (R-SC)","South Carolina","$81400"
"Franklin Scott (R-FL)","Florida","$81380"
"Stansbury Melanie (D-NM)","New Mexico","$81341"
"Carney John (D-DE)","Delaware","$81200"
"Kleczka Jerry (D-WI)","Wisconsin","$80602"
"Stockman Steve (R-TX)","Texas","$80320"
"Fawell Harris W (R-IL)","Illinois","$80299"
"Moody Jim (D-WI)","Wisconsin","$80125"
"Collins Cardiss (D-IL)","Illinois","$80050"
"McDade Joseph M (R-PA)","Pennsylvania","$79750"
"Moran Nathaniel (R-TX)","Texas","$79690"
"Quinn Jack (R-NY)","New York","$79389"
"Laughlin Greg (R-TX)","Texas","$79050"
"Borski Bob (D-PA)","Pennsylvania","$78970"
"Scheuer James H (D-NY)","New York","$78850"
"Yates Sidney R (D-IL)","Illinois","$78850"
"Dickey Jay (R-AR)","Arkansas","$78819"
"Saiki Patricia Fukuda (R-HI)","Hawaii","$78654"
"Bishop Dan (R-NC)","North Carolina","$78456"
"Eckart Dennis E (D-OH)","Ohio","$78375"
"Parker Mike (R-MS)","Mississippi","$78329"
"Baker Bill (R-CA)","California","$78274"
"Yoho Ted (R-FL)","Florida","$78000"
"Bright Bobby (R-AL)","Alabama","$77900"
"Bono Sonny (R-CA)","California","$77724"
"Good Bob (R-VA)","Virginia","$77540"
"Figures Shomari (D-AL)","Alabama","$77539"
"Canseco Quico (R-TX)","Texas","$77100"
"Downey Thomas J (D-NY)","New York","$76880"
"Furse Elizabeth (D-OR)","Oregon","$76184"
"Sali Bill (R-ID)","Idaho","$75925"
"Darden Buddy (D-GA)","Georgia","$75750"
"Driehaus Steve (D-OH)","Ohio","$75364"
"Schuette Bill (R-MI)","Michigan","$75232"
"Ballenger Cass (R-NC)","North Carolina","$74843"
"Cloud Michael (R-TX)","Texas","$74802"
"Rinaldo Matthew J (R-NJ)","New Jersey","$74696"
"Quillen James H (R-TN)","Tennessee","$74300"
"Buerkle Ann Marie (R-NY)","New York","$73650"
"Gosar Paul (R-AZ)","Arizona","$73416"
"Sikorski Gerry (D-MN)","Minnesota","$73300"
"Hutchinson Asa (R-AR)","Arkansas","$72900"
"Lent Norman F (R-NY)","New York","$72800"
"Brown-Waite Ginny (R-FL)","Florida","$72750"
"Anthony Beryl F Jr (D-AR)","Arkansas","$72350"
"Watson Diane E (D-CA)","California","$72233"
"Owens Wayne (D-UT)","Utah","$71922"
"Adams Sandy (R-FL)","Florida","$71816"
"Bereuter Doug (R-NE)","Nebraska","$71600"
"Schmidt Jean (R-OH)","Ohio","$71550"
"Smith Linda (R-WA)","Washington","$71225"
"Murphy Greg (R-NC)","North Carolina","$71181"
"Mullin Kevin (D-CA)","California","$71100"
"Carson Julia (D-IN)","Indiana","$70794"
"Luttrell Morgan (R-TX)","Texas","$70285"
"Pease Ed (R-IN)","Indiana","$70273"
"Southerland Steve (R-FL)","Florida","$69830"
"Rose Charlie (D-NC)","North Carolina","$69600"
"Bell Wesley (D-MO)","Missouri","$69591"
"Regula Ralph (R-OH)","Ohio","$69550"
"Chrysler Dick (R-MI)","Michigan","$69301"
"Takai Mark (D-HI)","Hawaii","$69150"
"Hefley Joel (R-CO)","Colorado","$68900"
"Evans Gabe (R-CO)","Colorado","$68874"
"Cawthorn Madison (R-NC)","North Carolina","$68560"
"Bridenstine James (R-OK)","Oklahoma","$68541"
"Harris Mark (R-NC)","North Carolina","$68475"
"Holloway Clyde C (R-LA)","Louisiana","$67903"
"Payne LF Jr (D-VA)","Virginia","$67452"
"Weygand Bob (D-RI)","Rhode Island","$67122"
"Hayes Jimmy (R-LA)","Louisiana","$67110"
"Higgins Clay (R-LA)","Louisiana","$66964"
"Fallon Patrick (R-TX)","Texas","$66502"
"Strong Dale (R-AL)","Alabama","$66100"
"Hilliard Earl F (D-AL)","Alabama","$65750"
"McGuire John (R-VA)","Virginia","$65153"
"Landry Jeff (R-LA)","Louisiana","$65065"
"Yakym Rudy (R-IN)","Indiana","$65038"
"Davidson Warren (R-OH)","Ohio","$65031"
"Hughes Bill (D-NJ)","New Jersey","$64702"
"Kahele Kai (D-HI)","Hawaii","$64596"
"Geren Pete (D-TX)","Texas","$64499"
"Mavroules Nicholas (D-MA)","Massachusetts","$64330"
"Lawson Al (D-FL)","Florida","$64039"
"Fallin Mary (R-OK)","Oklahoma","$63300"
"Hice Jody (R-GA)","Georgia","$63200"
"Evans Lane (D-IL)","Illinois","$63150"
"LaMalfa Doug (R-CA)","California","$63150"
"Runyan Jon (R-NJ)","New Jersey","$63150"
"Condit Gary A (D-CA)","California","$63080"
"Unsoeld Jolene (D-WA)","Washington","$63050"
"Dellums Ronald V (D-CA)","California","$62805"
"Barrett Tom (D-WI)","Wisconsin","$62635"
"Snowbarger Vince (R-KS)","Kansas","$62575"
"Hoagland Peter (D-NE)","Nebraska","$62150"
"Ansari Yassamin (D-AZ)","Arizona","$62061"
"Haridopolos Mike (R-FL)","Florida","$62015"
"Kim Jay C (R-CA)","California","$61887"
"Watkins Steve (R-KS)","Kansas","$61797"
"Bacchus James L (D-FL)","Florida","$61735"
"Chapman Jim (D-TX)","Texas","$61650"
"Tate Randy (R-WA)","Washington","$61600"
"Packard Ron (R-CA)","California","$61550"
"Hardy Cresent (R-NV)","Nevada","$61378"
"Riggs Frank (R-CA)","California","$61354"
"Rivers Lynn N (D-MI)","Michigan","$61305"
"Grandy Fred (R-IA)","Iowa","$61156"
"Thompson Jill Long (D-IN)","Indiana","$61100"
"Solarz Stephen J (D-NY)","New York","$60750"
"Kreidler Mike (D-WA)","Washington","$60625"
"Enyart William (D-IL)","Illinois","$60450"
"Gallo Dean A (R-NJ)","New Jersey","$60295"
"Dixon Julian C (D-CA)","California","$60200"
"Nehls Troy (R-TX)","Texas","$59758"
"Flanagan Michael Patrick (R-IL)","Illinois","$59630"
"Atkins Chester Greenough (D-MA)","Massachusetts","$59420"
"McNulty Michael R (D-NY)","New York","$59025"
"Rivera David (R-FL)","Florida","$58900"
"Smith Neal (D-IA)","Iowa","$58700"
"Meyers Jan (R-KS)","Kansas","$58650"
"Cazayoux Don (D-LA)","Louisiana","$58600"
"Capps Walter H (D-CA)","California","$58393"
"Johnson Julie (D-TX)","Texas","$58363"
"Begich Nick III (R-AK)","Alaska","$58234"
"Fry Russell (R-SC)","South Carolina","$58211"
"Bean Aaron (R-FL)","Florida","$58207"
"Rowland James Roy Jr (D-GA)","Georgia","$58200"
"Russell Steven (R-OK)","Oklahoma","$58200"
"Kagen Steve (D-WI)","Wisconsin","$58025"
"Edwards Don (D-CA)","California","$57950"
"McEwen Bob (R-OH)","Ohio","$57825"
"Schilling Bobby (R-IL)","Illinois","$57750"
"Self Keith (R-TX)","Texas","$57679"
"Kopetski Mike (D-OR)","Oregon","$57295"
"Jackson Jonathan (D-IL)","Illinois","$57062"
"Mills Cory (R-FL)","Florida","$56845"
"Djou Charles (R-HI)","Hawaii","$56650"
"Byrne Leslie L (D-VA)","Virginia","$56535"
"Pappas Mike (R-NJ)","New Jersey","$56515"
"Barrett Tom (R-MI)","Michigan","$56509"
"Boyda Nancy (D-KS)","Kansas","$55825"
"Schwarz Joe (R-MI)","Michigan","$55796"
"Clayton Eva M (D-NC)","North Carolina","$55650"
"Combest Larry (R-TX)","Texas","$55650"
"Meek Carrie (D-FL)","Florida","$55460"
"Hostettler John (R-IN)","Indiana","$55312"
"Bresnahan Rob (R-PA)","Pennsylvania","$55224"
"Bateman Herbert H (R-VA)","Virginia","$55223"
"Gilchrest Wayne T (R-MD)","Maryland","$55199"
"Edwards Chuck (R-NC)","North Carolina","$55072"
"Coppersmith Samuel G (D-AZ)","Arizona","$54952"
"Torres Esteban E (D-CA)","California","$54635"
"Cremeans Frank A (R-OH)","Ohio","$54350"
"Brewster Bill (D-OK)","Oklahoma","$54000"
"Sundquist Donald Kenneth (R-TN)","Tennessee","$53769"
"Gray William H III (D-PA)","Pennsylvania","$53050"
"Redmond Bill (R-NM)","New Mexico","$52812"
"Roth Toby (R-WI)","Wisconsin","$51900"
"Nugent Richard (R-FL)","Florida","$51700"
"Williams Pat (D-MT)","Montana","$51631"
"Gill Brandon (R-TX)","Texas","$51525"
"Bentley Helen Delich (R-MD)","Maryland","$51474"
"Stallings Richard (D-ID)","Idaho","$51300"
"Walker Robert S (R-PA)","Pennsylvania","$51300"
"Coleman Ronald D (D-TX)","Texas","$51100"
"Chenoweth Helen (R-ID)","Idaho","$51065"
"Abraham Ralph (R-LA)","Louisiana","$50750"
"Kennelly Barbara B (D-CT)","Connecticut","$50600"
"Green Bill (R-NY)","New York","$50350"
"Bell Chris (D-TX)","Texas","$50250"
"Hamadeh Abraham (R-AZ)","Arizona","$50000"
"Gonzalez Jenniffer (3-PR)","Puerto Rico","$49827"
"Shows Ronnie (D-MS)","Mississippi","$49704"
"Wise Bob (D-WV)","West Virginia","$49600"
"Browder Glen (D-AL)","Alabama","$49582"
"Cooksey John (R-LA)","Louisiana","$49506"
"Gunderson Steve (R-WI)","Wisconsin","$49475"
"Cherfilus-McCormick Sheila (D-FL)","Florida","$49148"
"Vucanovich Barbara F (R-NV)","Nevada","$49100"
"Jenkins Evan (R-WV)","West Virginia","$49015"
"McMillan J Alex (R-NC)","North Carolina","$48700"
"Dornan Robert K (R-CA)","California","$48675"
"Fingerhut Eric D (D-OH)","Ohio","$48675"
"Kennedy Timothy (D-NY)","New York","$48593"
"Barrett Bill (R-NE)","Nebraska","$48530"
"LaFalce John J (D-NY)","New York","$48500"
"Rhodes John Jacob III (R-AZ)","Arizona","$48124"
"Knott Brad (R-NC)","North Carolina","$47900"
"Goss Porter (R-FL)","Florida","$47772"
"Ford William D (D-MI)","Michigan","$47750"
"Hoke Martin R (R-OH)","Ohio","$47750"
"Goldman Craig (R-TX)","Texas","$47695"
"Kastenmeier Robert W (D-WI)","Wisconsin","$47550"
"Crank Jeffrey G (R-CO)","Colorado","$47505"
"Smith Larry (D-FL)","Florida","$47400"
"Lancaster Harold Martin (D-NC)","North Carolina","$47125"
"Alexander William Vollie Jr (D-AR)","Arkansas","$46950"
"Moore Tim (R-NC)","North Carolina","$46950"
"Bilbray James H (D-NV)","Nevada","$46900"
"Bruce Terry L (D-IL)","Illinois","$46900"
"Thanedar Shri (D-MI)","Michigan","$46801"
"Martini Bill (R-NJ)","New Jersey","$46750"
"Delaney April (D-MD)","Maryland","$46411"
"Platts Todd (R-PA)","Pennsylvania","$46350"
"Stark Pete (D-CA)","California","$46346"
"Myers John T (R-IN)","Indiana","$46330"
"Leach Jim (R-IA)","Iowa","$46255"
"Trone David (D-MD)","Maryland","$45871"
"Dexter Maxine (D-OR)","Oregon","$45849"
"Coleman E Thomas (R-MO)","Missouri","$45625"
"Lowery William D (R-CA)","California","$45175"
"Valentine Itimous Thaddeus Jr (D-NC)","North Carolina","$45150"
"Montgomery G V (Sonny) (D-MS)","Mississippi","$45100"
"Harrigan Pat (R-NC)","North Carolina","$45021"
"Jacobs Chris (R-NY)","New York","$44960"
"Foglietta Thomas M (D-PA)","Pennsylvania","$44900"
"Mitchell Paul (R-MI)","Michigan","$44840"
"Thornton Ray (D-AR)","Arkansas","$44800"
"Carl Jerry (R-AL)","Alabama","$44758"
"Aspin Les (D-WI)","Wisconsin","$44710"
"Walgren Doug (D-PA)","Pennsylvania","$44500"
"Garrett Tom (R-VA)","Virginia","$44200"
"Hochbrueckner George J (D-NY)","New York","$44040"
"Cao Joseph (R-LA)","Louisiana","$43300"
"Weber Vin (R-MN)","Minnesota","$43200"
"Clinger William F (R-PA)","Pennsylvania","$42825"
"Canady Charles T (R-FL)","Florida","$42760"
"Bartlett Steve (R-TX)","Texas","$42475"
"Acevedo-Vila Anibal (D-PR)","Puerto Rico","$42215"
"Alford Mark (R-MO)","Missouri","$42180"
"McGrath Raymond J (R-NY)","New York","$42150"
"Ezell Mike (R-MS)","Mississippi","$42143"
"Huffington Michael (R-CA)","California","$42125"
"Orton Bill (D-UT)","Utah","$42099"
"Clarke Hansen (D-MI)","Michigan","$42000"
"Baldacci John (D-ME)","Maine","$41900"
"Vento Bruce F (D-MN)","Minnesota","$41725"
"Vander Jagt Guy A (R-MI)","Michigan","$41600"
"Jack Brian (R-GA)","Georgia","$41550"
"Radel Trey (R-FL)","Florida","$41400"
"English Glenn Lee Jr (D-OK)","Oklahoma","$41150"
"Rivas Luz (D-CA)","California","$40916"
"Hare Phil (D-IL)","Illinois","$40800"
"Jones Ben (D-VA)","Virginia","$40714"
"Pickle James Jarrell (D-TX)","Texas","$40630"
"Emerson Bill (R-MO)","Missouri","$40400"
"Moore Barry (R-AL)","Alabama","$40244"
"Peterson Pete (D-FL)","Florida","$39840"
"Pickett Owen B (D-VA)","Virginia","$39450"
"Ward Mike (D-KY)","Kentucky","$39250"
"Fields Cleo (D-LA)","Louisiana","$39152"
"Baird Jim (R-IN)","Indiana","$38873"
"Florio James J (D-NJ)","New Jersey","$38650"
"Luken Charles John (D-OH)","Ohio","$38650"
"Mann David S (D-OH)","Ohio","$38625"
"Fong Vince (R-CA)","California","$38200"
"James Craig Taylor (R-FL)","Florida","$38150"
"Volkmer Harold L (D-MO)","Missouri","$37965"
"Sarpalius William Clarence (D-TX)","Texas","$37750"
"Hurd Jeffrey (R-CO)","Colorado","$37501"
"Owens Major R (D-NY)","New York","$37000"
"Shepherd Karen F (D-UT)","Utah","$36906"
"Hansen James V (R-UT)","Utah","$36800"
"Davis Jo Ann (R-VA)","Virginia","$36142"
"Guarini Frank J (D-NJ)","New Jersey","$36050"
"Miller Dan (R-FL)","Florida","$36050"
"Coyne William J (D-PA)","Pennsylvania","$35959"
"Stokes Louis (D-OH)","Ohio","$35740"
"Burlison Eric (R-MO)","Missouri","$35521"
"Clyde Andrew (R-GA)","Georgia","$35139"
"Foushee Valerie (D-NC)","North Carolina","$34788"
"Schulze Dick (R-PA)","Pennsylvania","$34700"
"Wright Ron (R-TX)","Texas","$33993"
"Washington Craig A (D-TX)","Texas","$33950"
"Clay William L (D-MO)","Missouri","$33910"
"Morrison Kelly (D-MN)","Minnesota","$33830"
"Stump Bob (R-AZ)","Arizona","$32850"
"Horn Steve (R-CA)","California","$32655"
"Seastrand Andrea (R-CA)","California","$32610"
"Barcia Jim (D-MI)","Michigan","$32600"
"Lipinski Bill (D-IL)","Illinois","$32550"
"Johnston Harry A (D-FL)","Florida","$32150"
"Downing Troy (R-MT)","Montana","$31907"
"Neal Stephen L (D-NC)","North Carolina","$31650"
"Barlow Tom (D-KY)","Kentucky","$31600"
"Collins Barbara-Rose (D-MI)","Michigan","$31305"
"Funderburk David (R-NC)","North Carolina","$31200"
"Dannemeyer William E (R-CA)","California","$31093"
"Sangmeister George E (D-IL)","Illinois","$30850"
"Longley James B Jr (R-ME)","Maine","$30566"
"Bevill Tom (D-AL)","Alabama","$30550"
"Smith Bob (R-OR)","Oregon","$30550"
"Hill Rick (R-MT)","Montana","$30475"
"Hamburg Dan (D-CA)","California","$30474"
"Ogles Andy (R-TN)","Tennessee","$30404"
"Harris Claude Jr (D-AL)","Alabama","$30375"
"Rooney Francis (R-FL)","Florida","$30365"
"Phelps David (D-IL)","Illinois","$30200"
"Miller John (R-WA)","Washington","$29815"
"Hancock Mel (R-MO)","Missouri","$29800"
"Metcalf Jack (R-WA)","Washington","$29800"
"Collins Mike (R-GA)","Georgia","$29594"
"Levy David A (3-NY)","New York","$29475"
"Fortuno Luis (R-PR)","Puerto Rico","$29200"
"Bunn Jim (R-OR)","Oregon","$29100"
"Mackenzie Ryan (R-PA)","Pennsylvania","$28862"
"Johnson C Donald (D-GA)","Georgia","$28700"
"McCandless Alfred A (R-CA)","California","$28700"
"Lehman William (D-FL)","Florida","$28500"
"Maloy Celeste (R-UT)","Utah","$28500"
"Bates Jim (D-CA)","California","$28300"
"Edwards Mickey (R-OK)","Oklahoma","$28300"
"Baumgartner Michael (R-WA)","Washington","$27547"
"McCloskey Frank (D-IN)","Indiana","$27450"
"Reynolds Mel (D-IL)","Illinois","$27400"
"Madigan Edward R (R-IL)","Illinois","$27250"
"Buechner Jack (R-MO)","Missouri","$27245"
"Miller Max (R-OH)","Ohio","$26845"
"Millender-McDonald Juanita (D-CA)","California","$26500"
"Smith Denny (R-OR)","Oregon","$26500"
"Ray Richard (D-GA)","Georgia","$26300"
"Heineman Fred (R-NC)","North Carolina","$26250"
"Sisisky Norman (D-VA)","Virginia","$26150"
"Bustamante Albert G (D-TX)","Texas","$26050"
"Ford Harold E (D-TN)","Tennessee","$26000"
"Roe Robert A (D-NJ)","New Jersey","$25700"
"Fascell Dante B (D-FL)","Florida","$25500"
"Marlenee Ron (R-MT)","Montana","$25489"
"Ramirez Delia (D-IL)","Illinois","$25472"
"Staggers Harley Orrin Jr (D-WV)","West Virginia","$25450"
"Tejeda Frank (D-TX)","Texas","$25450"
"McHale Paul (D-PA)","Pennsylvania","$25320"
"Elfreth Sarah (D-MD)","Maryland","$25103"
"Bordallo Madeleine Z (D-GU)","Guam","$25060"
"Janklow Bill (R-SD)","South Dakota","$24730"
"Danner Pat (D-MO)","Missouri","$24689"
"Weiss Ted (D-NY)","New York","$24275"
"Horton Frank (R-NY)","New York","$24081"
"Spano Ross (R-FL)","Florida","$23936"
"Keller Fred (R-PA)","Pennsylvania","$23929"
"Jontz James (D-IN)","Indiana","$23900"
"Ridge Thomas J (R-PA)","Pennsylvania","$23700"
"Cook Merrill (R-UT)","Utah","$23500"
"Kerns Brian (R-IN)","Indiana","$22650"
"Johnson Jay (D-WI)","Wisconsin","$22555"
"Lewis Tom (R-FL)","Florida","$22500"
"Parris Stan (R-VA)","Virginia","$22410"
"Fowler Tillie (R-FL)","Florida","$22150"
"Patterson Elizabeth J (D-SC)","South Carolina","$22000"
"Wolpe Howard E (D-MI)","Michigan","$22000"
"Early Joseph D (D-MA)","Massachusetts","$21900"
"Turner Robert L (R-NY)","New York","$21750"
"Klein Herbert C (D-NJ)","New Jersey","$21700"
"Smith Peter (R-VT)","Vermont","$21650"
"Slaughter D French Jr (R-VA)","Virginia","$21500"
"Lagomarsino Robert J (R-CA)","California","$21480"
"Sekula-Gibbs Shelley (R-TX)","Texas","$21291"
"Dymally Mervyn M (D-CA)","California","$21100"
"Miller Mary (R-IL)","Illinois","$20994"
"Fedorchak Julie (R-ND)","North Dakota","$20628"
"Jenkins Edgar L (D-GA)","Georgia","$20450"
"Santos George (R-NY)","New York","$20100"
"Thomas Robert Lindsay (D-GA)","Georgia","$19650"
"Mascara Frank (D-PA)","Pennsylvania","$19600"
"Annunzio Frank (D-IL)","Illinois","$19500"
"Huckaby Jerry (D-LA)","Louisiana","$19500"
"Douglas Chuck (R-NH)","New Hampshire","$19250"
"Erdreich Ben (D-AL)","Alabama","$19000"
"Hernandez Rivera Pablo Jose (3-PR)","Puerto Rico","$18679"
"Davis David (R-TN)","Tennessee","$18650"
"English Karan (D-AZ)","Arizona","$18200"
"Waldholtz Enid Greene (R-UT)","Utah","$18200"
"Grant Bill (R-FL)","Florida","$18050"
"Horn Joan Kelly (D-MO)","Missouri","$17800"
"Conaway Herb (D-NJ)","New Jersey","$17797"
"Nagle David R (D-IA)","Iowa","$17750"
"Traxler Bob (D-MI)","Michigan","$17275"
"De la Garza E (Kika) (D-TX)","Texas","$17250"
"Feighan Edward F (D-OH)","Ohio","$17183"
"Nichols Richard D (R-KS)","Kansas","$16600"
"Roe Phil (R-TN)","Tennessee","$16350"
"Tokuda Jill (D-HI)","Hawaii","$16015"
"Hiler John (R-IN)","Indiana","$15650"
"Penny Timothy J (D-MN)","Minnesota","$15167"
"Mink Patsy T (D-HI)","Hawaii","$15136"
"Pashayan Charles Jr (R-CA)","California","$14800"
"Archer Bill (R-TX)","Texas","$14700"
"Olszewski John Anthony Jr. (D-MD)","Maryland","$14350"
"Flippo Ronnie G (D-AL)","Alabama","$14000"
"Henry Paul B (R-MI)","Michigan","$13875"
"Davis Robert William (R-MI)","Michigan","$13850"
"Osborne Tom (R-NE)","Nebraska","$13700"
"Flake Floyd H (D-NY)","New York","$13550"
"Faleomavaega Eni F H (D-AS)","American Samoa","$13414"
"Martinez Matthew G (D-CA)","California","$13250"
"Jones Brenda (D-MI)","Michigan","$13173"
"Hutto Earl D (D-FL)","Florida","$13045"
"Machtley Ronald Keith (R-RI)","Rhode Island","$12950"
"Kennedy Mike (R-UT)","Utah","$12910"
"Perkins Carl C (D-KY)","Kentucky","$12860"
"Oakar Mary Rose (D-OH)","Ohio","$12850"
"Hertel Dennis M (D-MI)","Michigan","$12842"
"Clawson Curt (R-FL)","Florida","$12600"
"Cooley Wes (R-OR)","Oregon","$12500"
"Radewagen Amata Coleman (R-AS)","American Samoa","$12308"
"Pease Don J (D-OH)","Ohio","$12077"
"McAllister Vance (R-LA)","Louisiana","$11500"
"Moore Riley (R-WV)","West Virginia","$11455"
"Murphy Austin J (D-PA)","Pennsylvania","$11420"
"McHugh Matthew F (D-NY)","New York","$11300"
"Pursell Carl Daune (R-MI)","Michigan","$11300"
"Tallon Robin (D-SC)","South Carolina","$11250"
"Schmidt Derek (R-KS)","Kansas","$11249"
"Dwyer Bernard J (D-NJ)","New Jersey","$11225"
"Barnard Druie Douglas Jr (D-GA)","Georgia","$11050"
"Hammerschmidt John Paul (R-AR)","Arkansas","$11000"
"Luken Thomas A (D-OH)","Ohio","$11000"
"Hatcher Charles Floyd (D-GA)","Georgia","$10950"
"Cox John W Jr (D-IL)","Illinois","$10900"
"Traficant James A Jr (I-OH)","Ohio","$10822"
"Panetta Leon Edward (D-CA)","California","$10750"
"Ballance Frank W Jr (D-NC)","North Carolina","$10500"
"Donnelly Brian (D-MA)","Massachusetts","$10500"
