"Representative","State","Amount"
"Porter Jon (R-NV)","Nevada","$23150"
"Desaulnier Mark (D-CA)","California","$23050"
"Chavez-Deremer Lori (R-OR)","Oregon","$23043"
"Walsh Joe (R)","","$23040"
"Musgrave Marilyn (R-CO)","Colorado","$23000"
"Schulze Dick (R-PA)","Pennsylvania","$23000"
"Torkildsen Peter G (R-MA)","Massachusetts","$22900"
"Gosar Paul (R-AZ)","Arizona","$22758"
"Kostmayer Peter H (D-PA)","Pennsylvania","$22600"
"Sorensen Eric (D-IL)","Illinois","$22568"
"Crockett Jasmine (D-TX)","Texas","$22564"
"Jenkins Bill (R-TN)","Tennessee","$22500"
"Brown Corrine (D-FL)","Florida","$22400"
"D'Esposito Anthony (R-NY)","New York","$22338"
"Lance Leonard (R-NJ)","New Jersey","$22300"
"Maloy Celeste (R-UT)","Utah","$22150"
"Bartlett Steve (R-TX)","Texas","$22102"
"Anthony Beryl F Jr (D-AR)","Arkansas","$22000"
"Boebert Lauren (R-CO)","Colorado","$22000"
"Fletcher Lizzie (D-TX)","Texas","$21985"
"Harshbarger Diana (R-TN)","Tennessee","$21957"
"Mulvaney Mick (R-SC)","South Carolina","$21750"
"Derrick Butler C Jr (D-SC)","South Carolina","$21700"
"Liccardo Sam T. (D-CA)","California","$21700"
"Hall Tony P (D-OH)","Ohio","$21650"
"Valentine Itimous Thaddeus Jr (D-NC)","North Carolina","$21650"
"Schenk Lynn (D-CA)","California","$21550"
"Kucinich Dennis (I-OH)","Ohio","$21379"
"Pettersen Brittany (D-CO)","Colorado","$21352"
"Nehls Troy (R-TX)","Texas","$21298"
"Garrett Tom (R-VA)","Virginia","$21250"
"Gooden Lance (R-TX)","Texas","$21250"
"Moorhead Carlos J (R-CA)","California","$21150"
"Torres Esteban E (D-CA)","California","$21150"
"Wild Susan (D-PA)","Pennsylvania","$21050"
"McCarthy Karen (D-MO)","Missouri","$21000"
"De La Cruz Monica (R-TX)","Texas","$20881"
"Fields Jack M Jr (R-TX)","Texas","$20750"
"Gray William H III (D-PA)","Pennsylvania","$20750"
"Steil Bryan (R-WI)","Wisconsin","$20709"
"Burchett Tim (R-TN)","Tennessee","$20695"
"Horn Steve (R-CA)","California","$20550"
"Blaz Ben (R-GU)","Guam","$20530"
"Hayworth Nan (R-NY)","New York","$20500"
"Solis Hilda L (D-CA)","California","$20500"
"Meadows Mark (R-NC)","North Carolina","$20450"
"Balderson Troy (R-OH)","Ohio","$20378"
"Labrador Raul (R-ID)","Idaho","$20200"
"Gomez Jimmy (D-CA)","California","$20160"
"Hodes Paul W (D-NH)","New Hampshire","$20100"
"Cherfilus-McCormick Sheila (D-FL)","Florida","$20025"
"Bentsen Ken (D-TX)","Texas","$20000"
"Djou Charles (R-HI)","Hawaii","$20000"
"Minnick Walt (D-ID)","Idaho","$20000"
"Sarpalius William Clarence (D-TX)","Texas","$19750"
"Hopkins Larry J (R-KY)","Kentucky","$19500"
"Rogan James E (R-CA)","California","$19500"
"Tokuda Jill (D-HI)","Hawaii","$19300"
"Murphy Greg (R-NC)","North Carolina","$19091"
"Baldacci John (D-ME)","Maine","$19065"
"Lawler Mike (R-NY)","New York","$19051"
"Schroeder Patricia (D-CO)","Colorado","$19000"
"Crane Eli (R-AZ)","Arizona","$18995"
"Jayapal Pramila (D-WA)","Washington","$18981"
"Mrazek Robert J (D-NY)","New York","$18950"
"Kiley Kevin (R-CA)","California","$18932"
"King Steven A (R-IA)","Iowa","$18850"
"Deal Nathan (R-GA)","Georgia","$18800"
"Martin David O'Brien (R-NY)","New York","$18800"
"Christensen Jon (R-NE)","Nebraska","$18500"
"Dooley Cal (D-CA)","California","$18500"
"McGrath Raymond J (R-NY)","New York","$18500"
"Byrne Leslie L (D-VA)","Virginia","$18477"
"Moskowitz Jared (D-FL)","Florida","$18469"
"Miller-Meeks Mariannette (R-IA)","Iowa","$18381"
"Salazar Maria (R-FL)","Florida","$18264"
"Perez Marie Gluesenkamp (D-WA)","Washington","$18086"
"Meuser Dan (R-PA)","Pennsylvania","$18000"
"Miller Clarence E (R-OH)","Ohio","$18000"
"Rush Bobby (D-IL)","Illinois","$18000"
"Flores Mayra (R-TX)","Texas","$17769"
"Cohen Steve (D-TN)","Tennessee","$17750"
"Cook Merrill (R-UT)","Utah","$17750"
"Weygand Bob (D-RI)","Rhode Island","$17750"
"Shalala Donna (D-FL)","Florida","$17707"
"Watkins Steve (R-KS)","Kansas","$17701"
"Evans Gabe (R-CO)","Colorado","$17626"
"Huelskamp Tim (R-KS)","Kansas","$17625"
"Self Keith (R-TX)","Texas","$17625"
"Schaffer Bob (R-CO)","Colorado","$17595"
"Carey Mike (R-OH)","Ohio","$17500"
"Davis Jim (D-FL)","Florida","$17500"
"Vander Jagt Guy A (R-MI)","Michigan","$17500"
"Molinari Susan (R-NY)","New York","$17422"
"Coughlin R Lawrence (R-PA)","Pennsylvania","$17350"
"Shuster Bud (R-PA)","Pennsylvania","$17250"
"Grimm Michael (R-NY)","New York","$17231"
"Feenstra Randy (R-IA)","Iowa","$17225"
"Axne Cindy (D-IA)","Iowa","$17113"
"Fawell Harris W (R-IL)","Illinois","$17100"
"Boyda Nancy (D-KS)","Kansas","$17053"
"Cawthorn Madison (R-NC)","North Carolina","$16998"
"Meek Carrie (D-FL)","Florida","$16980"
"Goodlander Maggie (D-NH)","New Hampshire","$16973"
"Min Dave (D-CA)","California","$16935"
"Baker Richard (R-LA)","Louisiana","$16676"
"McGarvey Morgan (D-KY)","Kentucky","$16520"
"Clement Bob (D-TN)","Tennessee","$16450"
"Downey Thomas J (D-NY)","New York","$16450"
"Davidson Warren (R-OH)","Ohio","$16373"
"Edwards Mickey (R-OK)","Oklahoma","$16350"
"Quinn Jack (R-NY)","New York","$16325"
"Clyde Andrew (R-GA)","Georgia","$16300"
"Hagedorn Jim (R-MN)","Minnesota","$16262"
"Hooley Darlene (D-OR)","Oregon","$16250"
"Norman Ralph (R-SC)","South Carolina","$16216"
"Fulcher Russ (R-ID)","Idaho","$16200"
"Good Bob (R-VA)","Virginia","$16153"
"Baird Jim (R-IN)","Indiana","$16000"
"Oakar Mary Rose (D-OH)","Ohio","$16000"
"Schmidt Jean (R-OH)","Ohio","$16000"
"Richardson Laura (D-CA)","California","$15999"
"Alexander William Vollie Jr (D-AR)","Arkansas","$15930"
"Bowman Jamaal (D-NY)","New York","$15843"
"Kennedy Joseph P II (D-MA)","Massachusetts","$15800"
"Rivera David (R-FL)","Florida","$15800"
"Sali Bill (R-ID)","Idaho","$15750"
"Woolsey Lynn (D-CA)","California","$15600"
"Smith Denny (R-OR)","Oregon","$15500"
"Strickland Ted (D-OH)","Ohio","$15494"
"Collins Mike (R-GA)","Georgia","$15446"
"Ose Doug (R-CA)","California","$15200"
"Slaughter D French Jr (R-VA)","Virginia","$15200"
"Brewster Bill (D-OK)","Oklahoma","$15100"
"Wilson Frederica (D-FL)","Florida","$15097"
"Levin Andy (D-MI)","Michigan","$15050"
"Pappas Chris (D-NH)","New Hampshire","$15037"
"Stallings Richard (D-ID)","Idaho","$15037"
"Cubin Barbara (R-WY)","Wyoming","$15000"
"Rooney Francis (R-FL)","Florida","$15000"
"Meijer Peter (R-MI)","Michigan","$14925"
"Johnston Harry A (D-FL)","Florida","$14600"
"Payne LF Jr (D-VA)","Virginia","$14600"
"Schwarz Joe (R-MI)","Michigan","$14600"
"Riley Josh (D-NY)","New York","$14502"
"Cravaack Chip (R-MN)","Minnesota","$14500"
"Trott Dave (R-MI)","Michigan","$14500"
"Schakowsky Jan (D-IL)","Illinois","$14466"
"Hunt Wesley (R-TX)","Texas","$14416"
"Boccieri John A (D-OH)","Ohio","$14300"
"Nagle David R (D-IA)","Iowa","$14300"
"Gilchrest Wayne T (R-MD)","Maryland","$14275"
"Lehman William (D-FL)","Florida","$14250"
"Hill Katie (D-CA)","California","$14192"
"Hare Phil (D-IL)","Illinois","$13850"
"Ritter Don (R-PA)","Pennsylvania","$13850"
"Burlison Eric (R-MO)","Missouri","$13844"
"Lewis Tom (R-FL)","Florida","$13800"
"Elfreth Sarah (D-MD)","Maryland","$13762"
"Johnson Timothy (R-IL)","Illinois","$13750"
"Rowland James Roy Jr (D-GA)","Georgia","$13550"
"Early Joseph D (D-MA)","Massachusetts","$13500"
"Flippo Ronnie G (D-AL)","Alabama","$13500"
"Peterson Pete (D-FL)","Florida","$13450"
"Miller George (D-CA)","California","$13400"
"Courter Jim (R-NJ)","New Jersey","$13300"
"Thomas Robert Lindsay (D-GA)","Georgia","$13300"
"Bryant Ed (R-TN)","Tennessee","$13250"
"Ganske Greg (R-IA)","Iowa","$13250"
"Green Al (D-TX)","Texas","$13250"
"Kustoff David (R-TN)","Tennessee","$13250"
"Chenoweth Helen (R-ID)","Idaho","$13225"
"Lent Norman F (R-NY)","New York","$13200"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$13050"
"Fitzgerald Scott (R-WI)","Wisconsin","$13014"
"Bean Aaron (R-FL)","Florida","$13000"
"Farenthold Blake (R-TX)","Texas","$13000"
"Gibbs Bob (R-OH)","Ohio","$13000"
"LaFalce John J (D-NY)","New York","$12800"
"Kim Jay C (R-CA)","California","$12750"
"Riggs Frank (R-CA)","California","$12600"
"Gutierrez Luis V (D-IL)","Illinois","$12500"
"Sires Albio (D-NJ)","New Jersey","$12500"
"Massie Thomas (R-KY)","Kentucky","$12476"
"Anderson Glenn M (D-CA)","California","$12400"
"McMillan J Alex (R-NC)","North Carolina","$12400"
"Cisneros Gil (D-CA)","California","$12345"
"Gekas George W (R-PA)","Pennsylvania","$12325"
"Harris Mark (R-NC)","North Carolina","$12300"
"Tran Derek (D-CA)","California","$12286"
"Largent Steve (R-OK)","Oklahoma","$12250"
"Moore Riley (R-WV)","West Virginia","$12242"
"Baumgartner Michael (R-WA)","Washington","$12050"
"Davis David (R-TN)","Tennessee","$12000"
"Ehlers Vernon J (R-MI)","Michigan","$12000"
"Lee Laurel (R-FL)","Florida","$12000"
"Ney Bob (R-OH)","Ohio","$11950"
"Weber Vin (R-MN)","Minnesota","$11950"
"Steube Greg (R-FL)","Florida","$11814"
"Schmidt Derek (R-KS)","Kansas","$11800"
"Clinger William F (R-PA)","Pennsylvania","$11725"
"Duarte John (R-CA)","California","$11610"
"Donalds Byron (R-FL)","Florida","$11603"
"Greenwood James C (R-PA)","Pennsylvania","$11550"
"Edwards Chuck (R-NC)","North Carolina","$11500"
"Mahoney Tim (D-FL)","Florida","$11500"
"Scheuer James H (D-NY)","New York","$11450"
"Rowland John G (R-CT)","Connecticut","$11400"
"Spartz Victoria (R-IN)","Indiana","$11258"
"Lipinski Bill (D-IL)","Illinois","$11250"
"Moody Jim (D-WI)","Wisconsin","$11250"
"Pease Ed (R-IN)","Indiana","$11250"
"Seastrand Andrea (R-CA)","California","$11250"
"Sundquist Donald Kenneth (R-TN)","Tennessee","$11225"
"Salinas Andrea (D-OR)","Oregon","$11208"
"Torres Ritchie (D-NY)","New York","$11188"
"Cloud Michael (R-TX)","Texas","$11016"
"Houchin Erin (R-IN)","Indiana","$11000"
"Smith Neal (D-IA)","Iowa","$11000"
"Wilson Charlie (D-OH)","Ohio","$11000"
"Levin Mike (D-CA)","California","$10920"
"Margolies Marjorie (D-PA)","Pennsylvania","$10800"
"Coppersmith Samuel G (D-AZ)","Arizona","$10750"
"Funderburk David (R-NC)","North Carolina","$10750"
"Slattery Jim (D-KS)","Kansas","$10750"
"Hageman Harriet (R-WY)","Wyoming","$10692"
"Watkins Wes (R-OK)","Oklahoma","$10590"
"Kilroy Mary Jo (D-OH)","Ohio","$10500"
"McInnis Scott (R-CO)","Colorado","$10500"
"Menendez Rob (D-NJ)","New Jersey","$10500"
"Radanovich George (R-CA)","California","$10500"
"Russo Martin A (D-IL)","Illinois","$10500"
"Ward Mike (D-KY)","Kentucky","$10500"
"Watson Diane E (D-CA)","California","$10500"
"Frost Maxwell (D-FL)","Florida","$10449"
"Faso John (R-NY)","New York","$10446"
"Pressley Ayanna (D-MA)","Massachusetts","$10409"
"Thornton Ray (D-AR)","Arkansas","$10300"
"Nadler Jerrold (D-NY)","New York","$10284"
"Dahlkemper Kathy (D-PA)","Pennsylvania","$10250"
"Driehaus Steve (D-OH)","Ohio","$10250"
"Halvorson Deborah (D-IL)","Illinois","$10200"
"Studds Gerry E (D-MA)","Massachusetts","$10200"
"Sanford Mark (R)","","$10199"
"Miller Carol (R-WV)","West Virginia","$10120"
"Gray Adam (D-CA)","California","$10040"
"Metcalf Jack (R-WA)","Washington","$10000"
"Dwyer Bernard J (D-NJ)","New Jersey","$9750"
"Grucci Felix J Jr (R-NY)","New York","$9750"
"Orton Bill (D-UT)","Utah","$9750"
"Cunningham Joe (D-SC)","South Carolina","$9717"
"Kleczka Jerry (D-WI)","Wisconsin","$9700"
"Teague Harry (D-NM)","New Mexico","$9700"
"Pocan Mark (D-WI)","Wisconsin","$9693"
"Bourdeaux Carolyn (D-GA)","Georgia","$9590"
"Gunderson Steve (R-WI)","Wisconsin","$9550"
"Christian-Christensen Donna (D-VI)","Virgin Islands","$9500"
"Whitten Jamie L (D-MS)","Mississippi","$9500"
"Kildee Dale E (D-MI)","Michigan","$9455"
"Solarz Stephen J (D-NY)","New York","$9400"
"Deutsch Peter (D-FL)","Florida","$9350"
"Barca Peter William (D-WI)","Wisconsin","$9277"
"Cardoza Dennis (D-CA)","California","$9250"
"Hubbard Carroll Jr (D-KY)","Kentucky","$9250"
"McMahon Michael E (D-NY)","New York","$9250"
"Eckart Dennis E (D-OH)","Ohio","$9225"
"Sykes Emilia (D-OH)","Ohio","$9205"
"Dymally Mervyn M (D-CA)","California","$9200"
"Caraveo Yadira (D-CO)","Colorado","$9176"
"Bynum Janelle (D-OR)","Oregon","$9173"
"Jackson Jesse Jr (D-IL)","Illinois","$9150"
"Rose Max (D-NY)","New York","$9093"
"Hoke Martin R (R-OH)","Ohio","$9000"
"McCandless Alfred A (R-CA)","California","$8950"
"Yates Sidney R (D-IL)","Illinois","$8950"
"Sharp Philip R (D-IN)","Indiana","$8900"
"Fallin Mary (R-OK)","Oklahoma","$8850"
"Plaskett Stacey (D-VI)","Virgin Islands","$8850"
"Bono Sonny (R-CA)","California","$8750"
"Martini Bill (R-NJ)","New Jersey","$8750"
"Pickle James Jarrell (D-TX)","Texas","$8750"
"Bresnahan Rob (R-PA)","Pennsylvania","$8717"
"Swift Al (D-WA)","Washington","$8700"
"Blute Peter I (R-MA)","Massachusetts","$8625"
"Delgado Antonio (D-NY)","New York","$8526"
"Keller Fred (R-PA)","Pennsylvania","$8516"
"Langworthy Nick (R-NY)","New York","$8500"
"LaRocco Larry (D-ID)","Idaho","$8500"
"Miller Dan (R-FL)","Florida","$8500"
"Horn Joan Kelly (D-MO)","Missouri","$8400"
"Fong Vince (R-CA)","California","$8310"
"Garcia Joe (D-FL)","Florida","$8250"
"Jackson Jeff (D-NC)","North Carolina","$8235"
"Holloway Clyde C (R-LA)","Louisiana","$8050"
"McKinney Cynthia (3)","","$8050"
"Clarke Hansen (D-MI)","Michigan","$8000"
"Danner Pat (D-MO)","Missouri","$8000"
"Fascell Dante B (D-FL)","Florida","$8000"
"Flood Mike (R-NE)","Nebraska","$8000"
"Minge David (D-MN)","Minnesota","$8000"
"Douglas Chuck (R-NH)","New Hampshire","$7950"
"Brown Shontel (D-OH)","Ohio","$7934"
"Gonzalez Jenniffer (3-PR)","Puerto Rico","$7874"
"Faleomavaega Eni F H (D-AS)","American Samoa","$7800"
"Jack Brian (R-GA)","Georgia","$7742"
"Bush Cori (D-MO)","Missouri","$7652"
"Horton Frank (R-NY)","New York","$7650"
"English Glenn Lee Jr (D-OK)","Oklahoma","$7600"
"Coleman E Thomas (R-MO)","Missouri","$7550"
"Hatcher Charles Floyd (D-GA)","Georgia","$7550"
"Jones Mondaire (D-NY)","New York","$7541"
"Jacobs Chris (R-NY)","New York","$7531"
"Canady Charles T (R-FL)","Florida","$7500"
"Furse Elizabeth (D-OR)","Oregon","$7500"
"Kelly Sue (R-NY)","New York","$7500"
"Kuhl John R Jr (R-NY)","New York","$7500"
"Otter C L (Butch) (R-ID)","Idaho","$7500"
"Romero-Barcelo Carlos (D-PR)","Puerto Rico","$7500"
"Dickey Jay (R-AR)","Arkansas","$7400"
"Phillips Dean (D)","","$7342"
"Brennan Joseph Edward (D-ME)","Maine","$7250"
"James Craig Taylor (R-FL)","Florida","$7250"
"Nichols Richard D (R-KS)","Kansas","$7250"
"Fischbach Michelle (R-MN)","Minnesota","$7221"
"Balint Becca (D-VT)","Vermont","$7130"
"Mcdonald Rivet Kristen (D-MI)","Michigan","$7118"
"Onder Robert Frank Jr (R-MO)","Missouri","$7100"
"Clayton Eva M (D-NC)","North Carolina","$7000"
"Landry Jeff (R-LA)","Louisiana","$7000"
"Neal Stephen L (D-NC)","North Carolina","$7000"
"Patterson Elizabeth J (D-SC)","South Carolina","$7000"
"Meyers Jan (R-KS)","Kansas","$6950"
"Cazayoux Don (D-LA)","Louisiana","$6900"
"Cremeans Frank A (R-OH)","Ohio","$6900"
"Mcdowell Addison (R-NC)","North Carolina","$6870"
"Olszewski John Anthony Jr. (D-MD)","Maryland","$6819"
"Knott Brad (R-NC)","North Carolina","$6800"
"Barnard Druie Douglas Jr (D-GA)","Georgia","$6750"
"Bryant John (D-TX)","Texas","$6750"
"Tate Randy (R-WA)","Washington","$6750"
"Thompson Jill Long (D-IN)","Indiana","$6750"
"Smith Bob (R-OR)","Oregon","$6650"
"Wise Bob (D-WV)","West Virginia","$6650"
"Latimer George (D-NY)","New York","$6600"
"Kihuen Ruben (D-NV)","Nevada","$6549"
"Williams Nikema Natassha (D-GA)","Georgia","$6531"
"Bunn Jim (R-OR)","Oregon","$6500"
"Frisa Daniel (R-NY)","New York","$6500"
"Space Zack (D-OH)","Ohio","$6500"
"Jones Stephanie Tubbs (D-OH)","Ohio","$6372"
"Porter John Edward (R-IL)","Illinois","$6350"
"Fossella Vito (R-NY)","New York","$6300"
"Condit Gary A (D-CA)","California","$6250"
"Nickel Wiley (D-NC)","North Carolina","$6226"
"Amash Justin (R-MI)","Michigan","$6175"
"Grant Bill (R-FL)","Florida","$6150"
"Mackenzie Ryan (R-PA)","Pennsylvania","$6095"
"Spano Ross (R-FL)","Florida","$6088"
"Broomfield William S (R-MI)","Michigan","$6000"
"McHugh Matthew F (D-NY)","New York","$5900"
"Kopetski Mike (D-OR)","Oregon","$5850"
"Conaway Herb (D-NJ)","New Jersey","$5822"
"Owens Wayne (D-UT)","Utah","$5800"
"Blackwell Lucien E (D-PA)","Pennsylvania","$5750"
"Ford William D (D-MI)","Michigan","$5750"
"Markey Betsy (D-CO)","Colorado","$5750"
"Hancock Mel (R-MO)","Missouri","$5600"
"Kagen Steve (D-WI)","Wisconsin","$5550"
"Sekula-Gibbs Shelley (R-TX)","Texas","$5550"
"Lehman Richard H (D-CA)","California","$5500"
"Underwood Robert (D-GU)","Guam","$5450"
"Grandy Fred (R-IA)","Iowa","$5350"
"Mann Tracey (R-KS)","Kansas","$5250"
"Rose Charlie (D-NC)","North Carolina","$5250"
"Chrysler Dick (R-MI)","Michigan","$5200"
"Platts Todd (R-PA)","Pennsylvania","$5200"
"Hurd Jeffrey (R-CO)","Colorado","$5060"
"Messmer Mark (R-IN)","Indiana","$5060"
"Espaillat Adriano (D-NY)","New York","$5000"
"Green Mark (R-WI)","Wisconsin","$5000"
"Klein Herbert C (D-NJ)","New Jersey","$5000"
"Perkins Carl C (D-KY)","Kentucky","$5000"
"Downing Troy (R-MT)","Montana","$4962"
"Stangeland Arlan (R-MN)","Minnesota","$4950"
"Vento Bruce F (D-MN)","Minnesota","$4900"
"Baesler Scotty (D-KY)","Kentucky","$4800"
"Hilliard Earl F (D-AL)","Alabama","$4800"
"Pashayan Charles Jr (R-CA)","California","$4800"
"Carson Brad R (D-OK)","Oklahoma","$4750"
"Manton Thomas J (D-NY)","New York","$4750"
"Thanedar Shri (D-MI)","Michigan","$4600"
"Hoagland Peter (D-NE)","Nebraska","$4550"
"Williams Pat (D-MT)","Montana","$4550"
"Coyne William J (D-PA)","Pennsylvania","$4500"
"Johnson Jay (D-WI)","Wisconsin","$4500"
"Klug Scott L (R-WI)","Wisconsin","$4500"
"Moran Nathaniel (R-TX)","Texas","$4500"
"Tucker Walter R III (D-CA)","California","$4300"
"Majette Denise L (D-GA)","Georgia","$4250"
"Shea-Porter Carol (D-NH)","New Hampshire","$4165"
"Clay William L (D-MO)","Missouri","$4150"
"Hamadeh Abraham (R-AZ)","Arizona","$4140"
"Jacobs Sara (D-CA)","California","$4060"
"Leach Jim (R-IA)","Iowa","$4050"
"Rulli Michael (R-OH)","Ohio","$4030"
"Bentivolio Kerry (R-MI)","Michigan","$4000"
"Donnelly Brian (D-MA)","Massachusetts","$4000"
"Hiler John (R-IN)","Indiana","$4000"
"Marlenee Ron (R-MT)","Montana","$4000"
"Radel Trey (R-FL)","Florida","$4000"
"Snowbarger Vince (R-KS)","Kansas","$4000"
"Nolan Rick (D-MN)","Minnesota","$3970"
"Bell Chris (D-TX)","Texas","$3950"
"Fingerhut Eric D (D-OH)","Ohio","$3900"
"Erdreich Ben (D-AL)","Alabama","$3800"
"Parker Mike (R-MS)","Mississippi","$3800"
"Johnson Julie (D-TX)","Texas","$3795"
"Smith Peter (R-VT)","Vermont","$3750"
"Perriello Tom (D-VA)","Virginia","$3700"
"Hughes Bill (D-NJ)","New Jersey","$3650"
"Begich Nick III (R-AK)","Alaska","$3606"
"Huckaby Jerry (D-LA)","Louisiana","$3600"
"Smith Linda (R-WA)","Washington","$3600"
"Waldholtz Enid Greene (R-UT)","Utah","$3600"
"Hoyle Val (D-OR)","Oregon","$3510"
"Barrett Tom (D-WI)","Wisconsin","$3500"
"Fields Cleo (D-LA)","Louisiana","$3500"
"Nowak Henry J (D-NY)","New York","$3500"
"San Nicolas Michael (D-GU)","Guam","$3500"
"Shepherd Karen F (D-UT)","Utah","$3500"
"Shows Ronnie (D-MS)","Mississippi","$3500"
"Udall Morris King (D-AZ)","Arizona","$3500"
"Yatron Gus (D-PA)","Pennsylvania","$3500"
"Lee Summer (D-PA)","Pennsylvania","$3464"
"Newman Marie (D-IL)","Illinois","$3460"
"Ridge Thomas J (R-PA)","Pennsylvania","$3400"
"Landsman Greg (D-OH)","Ohio","$3329"
"Bruce Terry L (D-IL)","Illinois","$3300"
"Moore Tim (R-NC)","North Carolina","$3300"
"Collins Cardiss (D-IL)","Illinois","$3250"
"Dannemeyer William E (R-CA)","California","$3250"
"Martinez Matthew G (D-CA)","California","$3250"
"Auchincloss Jake (D-MA)","Massachusetts","$3123"
"Delaney April (D-MD)","Maryland","$3068"
"Panetta Leon Edward (D-CA)","California","$3050"
"Barlow Tom (D-KY)","Kentucky","$3000"
"Bates Jim (D-CA)","California","$3000"
"Fry Russell (R-SC)","South Carolina","$3000"
"Hall John (D-NY)","New York","$3000"
"Janklow Bill (R-SD)","South Dakota","$3000"
"Sodrel Mike (R-IN)","Indiana","$3000"
"Tallon Robin (D-SC)","South Carolina","$3000"
"Weiner Anthony D (D-NY)","New York","$3000"
"Fish Hamilton Jr (R-NY)","New York","$2850"
"Rivers Lynn N (D-MI)","Michigan","$2850"
"Rose John (R-TN)","Tennessee","$2808"
"Wright Jim (D-TX)","Texas","$2800"
"Levy David A (3-NY)","New York","$2775"
"Walgren Doug (D-PA)","Pennsylvania","$2750"
"Barrett Bill (R-NE)","Nebraska","$2700"
"Thurman Karen L (D-FL)","Florida","$2700"
"Gill Brandon (R-TX)","Texas","$2650"
"Figures Shomari (D-AL)","Alabama","$2543"
"Goodling Bill (R-PA)","Pennsylvania","$2520"
"Biggs Sheri (R-SC)","South Carolina","$2500"
"Cooley Wes (R-OR)","Oregon","$2500"
"English Karan (D-AZ)","Arizona","$2500"
"Feighan Edward F (D-OH)","Ohio","$2500"
"Guarini Frank J (D-NJ)","New Jersey","$2500"
"Hammerschmidt John Paul (R-AR)","Arkansas","$2500"
"Millender-McDonald Juanita (D-CA)","California","$2500"
"Robinson Tommy Franklin (R-AR)","Arkansas","$2500"
"Shuler Heath (D-NC)","North Carolina","$2500"
"Stark Pete (D-CA)","California","$2500"
"Mannion John (D-NY)","New York","$2495"
"Wylie Chalmers P (R-OH)","Ohio","$2450"
"Henry Paul B (R-MI)","Michigan","$2425"
"Hostettler John (R-IN)","Indiana","$2350"
"Ewing Thomas W (R-IL)","Illinois","$2250"
"Traficant James A Jr (I-OH)","Ohio","$2250"
"McBride Sarah (D-DE)","Delaware","$2175"
"Bell Wesley (D-MO)","Missouri","$2156"
"Gillen Laura (D-NY)","New York","$2125"
"Hill Rick (R-MT)","Montana","$2050"
"Barcia Jim (D-MI)","Michigan","$2000"
"Heineman Fred (R-NC)","North Carolina","$2000"
"Hutchinson Asa (R-AR)","Arkansas","$2000"
"Kamlager Sydney (D-CA)","California","$2000"
"Kolter Joseph P (D-PA)","Pennsylvania","$2000"
"Mink Patsy T (D-HI)","Hawaii","$2000"
"Schauer Mark (D-MI)","Michigan","$2000"
"Bennett Charles E (D-FL)","Florida","$1800"
"Huffington Michael (R-CA)","California","$1800"
"Jones Ben (D-VA)","Virginia","$1800"
"Manning Kathy (D-NC)","North Carolina","$1786"
"Randall Emily (D-WA)","Washington","$1769"
"Jontz James (D-IN)","Indiana","$1700"
"Wied Tony (R-WI)","Wisconsin","$1655"
"Rivas Luz (D-CA)","California","$1650"
"Staggers Harley Orrin Jr (D-WV)","West Virginia","$1650"
"Edwards Don (D-CA)","California","$1600"
"Jenkins Edgar L (D-GA)","Georgia","$1600"
"Penny Timothy J (D-MN)","Minnesota","$1600"
"Smith Larkin I (R-MS)","Mississippi","$1600"
"Smith Larry (D-FL)","Florida","$1550"
"Washington Craig A (D-TX)","Texas","$1550"
"Harrigan Pat (R-NC)","North Carolina","$1535"
"Garcia Robert (D-CA)","California","$1504"
"Carson Julia (D-IN)","Indiana","$1500"
"Cooksey John (R-LA)","Louisiana","$1500"
"Harris Claude Jr (D-AL)","Alabama","$1500"
"Sikorski Gerry (D-MN)","Minnesota","$1500"
"Tiffany Tom (R-WI)","Wisconsin","$1453"
"Kennedy Mike (R-UT)","Utah","$1412"
"Morrison Bruce A (D-CT)","Connecticut","$1400"
"Flanagan Michael Patrick (R-IL)","Illinois","$1350"
"Gaydos Joseph M (D-PA)","Pennsylvania","$1350"
"Roybal Edward R (D-CA)","California","$1350"
"Shumway Norman D (R-CA)","California","$1350"
"Garcia Jesus (D-IL)","Illinois","$1305"
"Madigan Edward R (R-IL)","Illinois","$1300"
"Mullin Kevin (D-CA)","California","$1300"
"Santos George (R-NY)","New York","$1300"
"Capps Walter H (D-CA)","California","$1250"
"Miller Mary (R-IL)","Illinois","$1148"
"Ansari Yassamin (D-AZ)","Arizona","$1115"
"Ramirez Delia (D-IL)","Illinois","$1106"
"Flake Floyd H (D-NY)","New York","$1100"
"Bentz Cliff (R-OR)","Oregon","$1010"
"Archer Bill (R-TX)","Texas","$1000"
"Beilenson Anthony C (D-CA)","California","$1000"
"Cao Joseph (R-LA)","Louisiana","$1000"
"Conte Silvio O (R-MA)","Massachusetts","$1000"
"Cox John W Jr (D-IL)","Illinois","$1000"
"Florio James J (D-NJ)","New Jersey","$1000"
"Gonzalez Henry B (D-TX)","Texas","$1000"
"Huffman Jared (D-CA)","California","$1000"
"Jackson Jonathan (D-IL)","Illinois","$1000"
"Jones Walter B (D-NC)","North Carolina","$1000"
"Kennedy Timothy (D-NY)","New York","$1000"
"Kerns Brian (R-IN)","Indiana","$1000"
"Kreidler Mike (D-WA)","Washington","$1000"
"Luken Charles John (D-OH)","Ohio","$1000"
"Pease Don J (D-OH)","Ohio","$1000"
