"Representative","State","Amount"
"Brat Dave (R-VA)","Virginia","$208023"
"Boyda Nancy (D-KS)","Kansas","$207676"
"Luttrell Morgan (R-TX)","Texas","$206436"
"Gimenez Carlos (R-FL)","Florida","$205476"
"Jolly David (R-FL)","Florida","$204950"
"Knight Steve (R-CA)","California","$204199"
"Hoagland Peter (D-NE)","Nebraska","$203637"
"Kreidler Mike (D-WA)","Washington","$203222"
"Ortiz Solomon P (D-TX)","Texas","$203031"
"Liccardo Sam T. (D-CA)","California","$202610"
"McNulty Michael R (D-NY)","New York","$202102"
"Perriello Tom (D-VA)","Virginia","$202021"
"Quayle Ben (R-AZ)","Arizona","$200750"
"Bishop Rob (R-UT)","Utah","$200733"
"Green Mark (R-WI)","Wisconsin","$200720"
"Goodlander Maggie (D-NH)","New Hampshire","$200487"
"Driehaus Steve (D-OH)","Ohio","$199970"
"Gibbons Sam (D-FL)","Florida","$199772"
"Klug Scott L (R-WI)","Wisconsin","$199696"
"Taylor Scott (R-VA)","Virginia","$198885"
"Jacobs Chris (R-NY)","New York","$198634"
"Fischbach Michelle (R-MN)","Minnesota","$198239"
"Blum Rod (R-IA)","Iowa","$197284"
"Mfume Kweisi (D-MD)","Maryland","$196990"
"Green Al (D-TX)","Texas","$196433"
"Kennedy Timothy (D-NY)","New York","$196387"
"Coyne William J (D-PA)","Pennsylvania","$196216"
"Morrison Kelly (D-MN)","Minnesota","$195443"
"Gejdenson Sam (D-CT)","Connecticut","$195266"
"Boebert Lauren (R-CO)","Colorado","$194762"
"Stansbury Melanie (D-NM)","New Mexico","$194311"
"Kennelly Barbara B (D-CT)","Connecticut","$193750"
"Pombo Richard W (R-CA)","California","$193458"
"Plaskett Stacey (D-VI)","Virgin Islands","$193292"
"Carl Jerry (R-AL)","Alabama","$193213"
"Mahoney Tim (D-FL)","Florida","$193000"
"Brown Corrine (D-FL)","Florida","$192910"
"Bright Bobby (R-AL)","Alabama","$191970"
"Minge David (D-MN)","Minnesota","$191336"
"Hollingsworth Trey (R-IN)","Indiana","$190517"
"Franks Trent (R-AZ)","Arizona","$190220"
"Serrano Jose E (D-NY)","New York","$188562"
"Hunter Duncan (R)","","$188005"
"Blute Peter I (R-MA)","Massachusetts","$187807"
"Childers Travis (D-MS)","Mississippi","$187400"
"Andrews Thomas H (D-ME)","Maine","$186536"
"Fawell Harris W (R-IL)","Illinois","$186098"
"Martini Bill (R-NJ)","New Jersey","$185580"
"Huelskamp Tim (R-KS)","Kansas","$185244"
"Rutherford John (R-FL)","Florida","$185200"
"Wilson Frederica (D-FL)","Florida","$183759"
"Biggs Andy (R-AZ)","Arizona","$183526"
"Payne LF Jr (D-VA)","Virginia","$182687"
"Bilbray James H (D-NV)","Nevada","$182609"
"Sawyer Tom (D-OH)","Ohio","$182090"
"Hagedorn Jim (R-MN)","Minnesota","$182047"
"Latimer George (D-NY)","New York","$181237"
"Nugent Richard (R-FL)","Florida","$180583"
"Lee Laurel (R-FL)","Florida","$179640"
"Williams Brandon (R-NY)","New York","$179367"
"Lee Christopher J (R-NY)","New York","$179361"
"Dahlkemper Kathy (D-PA)","Pennsylvania","$178998"
"Condit Gary A (D-CA)","California","$178432"
"Leach Jim (R-IA)","Iowa","$178317"
"Markey Betsy (D-CO)","Colorado","$177898"
"Swett Dick (D-NH)","New Hampshire","$176113"
"Beauprez Bob (R-CO)","Colorado","$176082"
"Barca Peter William (D-WI)","Wisconsin","$174666"
"Slattery Jim (D-KS)","Kansas","$174550"
"Hageman Harriet (R-WY)","Wyoming","$173852"
"Hare Phil (D-IL)","Illinois","$173844"
"Cloud Michael (R-TX)","Texas","$173711"
"Bartlett Roscoe G (R-MD)","Maryland","$173270"
"Gibbs Bob (R-OH)","Ohio","$173069"
"Nunn Zach (R-IA)","Iowa","$172052"
"Bacchus James L (D-FL)","Florida","$171626"
"McCarthy Karen (D-MO)","Missouri","$171525"
"Hoyle Val (D-OR)","Oregon","$171302"
"Teague Harry (D-NM)","New Mexico","$169191"
"Thompson Jill Long (D-IN)","Indiana","$169175"
"Kennedy Mike (R-UT)","Utah","$168388"
"Callahan Sonny (R-AL)","Alabama","$167900"
"Cline Ben (R-VA)","Virginia","$167814"
"Sikorski Gerry (D-MN)","Minnesota","$167660"
"Haaland Debra (D-NM)","New Mexico","$167404"
"Solomon Gerald B H (R-NY)","New York","$167206"
"Cook Paul (R-CA)","California","$166525"
"Davis David (R-TN)","Tennessee","$166500"
"Lipinski Daniel (D-IL)","Illinois","$165897"
"Laughlin Greg (R-TX)","Texas","$165048"
"Hochul Kathleen (D-NY)","New York","$163972"
"Kuhl John R Jr (R-NY)","New York","$163950"
"Kilroy Mary Jo (D-OH)","Ohio","$163807"
"Fry Russell (R-SC)","South Carolina","$163429"
"Desaulnier Mark (D-CA)","California","$162673"
"Miller Dan (R-FL)","Florida","$162464"
"Zeliff Bill (R-NH)","New Hampshire","$161910"
"Edwards Donna (D-MD)","Maryland","$161643"
"Meijer Peter (R-MI)","Michigan","$160674"
"Forbes Michael P (D-NY)","New York","$160352"
"Mannion John (D-NY)","New York","$159306"
"Shea-Porter Carol (D-NH)","New Hampshire","$159148"
"Foley Thomas S (D-WA)","Washington","$158450"
"Brown Shontel (D-OH)","Ohio","$158442"
"Kim Jay C (R-CA)","California","$158172"
"Roemer Tim (D-IN)","Indiana","$157537"
"Horn Steve (R-CA)","California","$157207"
"Hanna Richard (R-NY)","New York","$155718"
"Meek Carrie (D-FL)","Florida","$155300"
"Tiffany Tom (R-WI)","Wisconsin","$155123"
"Moorhead Carlos J (R-CA)","California","$154750"
"Garcia Sylvia (D-TX)","Texas","$154489"
"Johnson Timothy (R-IL)","Illinois","$152649"
"Burlison Eric (R-MO)","Missouri","$152152"
"Bell Wesley (D-MO)","Missouri","$152128"
"Goldman Dan (D-NY)","New York","$152006"
"Ansari Yassamin (D-AZ)","Arizona","$151527"
"Baldacci John (D-ME)","Maine","$150350"
"Gonzalez Anthony (R-OH)","Ohio","$150036"
"Nolan Rick (D-MN)","Minnesota","$149153"
"Tancredo Tom (3)","","$148975"
"Polis Jared (D-CO)","Colorado","$148698"
"Onder Robert Frank Jr (R-MO)","Missouri","$148648"
"Baker Bill (R-CA)","California","$148275"
"Petri Tom (R-WI)","Wisconsin","$148253"
"Moran Nathaniel (R-TX)","Texas","$148005"
"Schrock Ed (R-VA)","Virginia","$147647"
"Begich Nick III (R-AK)","Alaska","$147462"
"Fields Cleo (D-LA)","Louisiana","$147200"
"Kanjorski Paul E (D-PA)","Pennsylvania","$147130"
"Manton Thomas J (D-NY)","New York","$147123"
"Watkins Steve (R-KS)","Kansas","$147047"
"Jacobs Sara (D-CA)","California","$147027"
"Majette Denise L (D-GA)","Georgia","$146852"
"Massa Eric (D-NY)","New York","$146402"
"Riley Bob (R-AL)","Alabama","$146300"
"Heineman Fred (R-NC)","North Carolina","$146065"
"Landry Jeff (R-LA)","Louisiana","$144650"
"Schaefer Dan (R-CO)","Colorado","$144401"
"Nehls Troy (R-TX)","Texas","$144344"
"Flood Mike (R-NE)","Nebraska","$143400"
"White Rick (R-WA)","Washington","$142616"
"Stockman Steve (R-TX)","Texas","$142576"
"Largent Steve (R-OK)","Oklahoma","$142500"
"Subramanyam Suhas (D-VA)","Virginia","$142305"
"Carr Bob (R-MI)","Michigan","$141625"
"Langworthy Nick (R-NY)","New York","$141428"
"Yoho Ted (R-FL)","Florida","$141314"
"Fitzgerald Scott (R-WI)","Wisconsin","$141177"
"Fong Vince (R-CA)","California","$140905"
"Takai Mark (D-HI)","Hawaii","$140825"
"Ewing Thomas W (R-IL)","Illinois","$140734"
"Gallo Dean A (R-NJ)","New Jersey","$139425"
"Thanedar Shri (D-MI)","Michigan","$139386"
"Blagojevich Rod (D-IL)","Illinois","$138677"
"Buerkle Ann Marie (R-NY)","New York","$137500"
"Barrett Tom (R-MI)","Michigan","$137124"
"Harris Mark (R-NC)","North Carolina","$136902"
"Watson Diane E (D-CA)","California","$136856"
"Cazayoux Don (D-LA)","Louisiana","$136580"
"Ballenger Cass (R-NC)","North Carolina","$136450"
"Martin Lynn (R-IL)","Illinois","$136424"
"Finstad Brad (R-MN)","Minnesota","$135883"
"Kuykendall Steven T (R-CA)","California","$135832"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$134739"
"Lancaster Harold Martin (D-NC)","North Carolina","$134533"
"Danner Pat (D-MO)","Missouri","$133122"
"Kamlager Sydney (D-CA)","California","$131841"
"D'Esposito Anthony (R-NY)","New York","$131443"
"Sanford Mark (R)","","$131415"
"Owens Major R (D-NY)","New York","$131388"
"Barrett Tom (D-WI)","Wisconsin","$130958"
"Anthony Beryl F Jr (D-AR)","Arkansas","$130780"
"Richardson Laura (D-CA)","California","$130751"
"Solarz Stephen J (D-NY)","New York","$130498"
"Early Joseph D (D-MA)","Massachusetts","$129850"
"Figures Shomari (D-AL)","Alabama","$129442"
"Wilson Charles (D-TX)","Texas","$129250"
"Riggleman Denver (R-VA)","Virginia","$129035"
"Carson Julia (D-IN)","Indiana","$127651"
"Darden Buddy (D-GA)","Georgia","$126860"
"Lawson Al (D-FL)","Florida","$126734"
"Funderburk David (R-NC)","North Carolina","$125300"
"Kostmayer Peter H (D-PA)","Pennsylvania","$125242"
"Bentz Cliff (R-OR)","Oregon","$125157"
"Clayton Eva M (D-NC)","North Carolina","$124300"
"Cao Joseph (R-LA)","Louisiana","$124220"
"Brown Hank (R-CO)","Colorado","$123546"
"Cherfilus-McCormick Sheila (D-FL)","Florida","$123397"
"Lightfoot Jim (R-IA)","Iowa","$122765"
"Romero-Barcelo Carlos (D-PR)","Puerto Rico","$122424"
"Garcia Jesus (D-IL)","Illinois","$121905"
"Moore Barry (R-AL)","Alabama","$121821"
"Chapman Jim (D-TX)","Texas","$120941"
"Torkildsen Peter G (R-MA)","Massachusetts","$119151"
"Hoke Martin R (R-OH)","Ohio","$118825"
"Miller Max (R-OH)","Ohio","$118822"
"Hice Jody (R-GA)","Georgia","$118780"
"Hefner W G (Bill) (D-NC)","North Carolina","$118725"
"Synar Michael Lynn (D-OK)","Oklahoma","$117966"
"Stokes Louis (D-OH)","Ohio","$117398"
"Simon Lateefah (D-CA)","California","$116758"
"Lehman Richard H (D-CA)","California","$115820"
"LaMalfa Doug (R-CA)","California","$115704"
"Strong Dale (R-AL)","Alabama","$115008"
"Rivers Lynn N (D-MI)","Michigan","$114958"
"McMillen Tom (D-MD)","Maryland","$114849"
"Amo Gabe (D-RI)","Rhode Island","$114230"
"Sundquist Donald Kenneth (R-TN)","Tennessee","$114100"
"Stump Bob (R-AZ)","Arizona","$113425"
"Balint Becca (D-VT)","Vermont","$112612"
"Schiff Steven H (R-NM)","New Mexico","$112205"
"Tate Randy (R-WA)","Washington","$112117"
"Derrick Butler C Jr (D-SC)","South Carolina","$111900"
"Studds Gerry E (D-MA)","Massachusetts","$111880"
"Florio James J (D-NJ)","New Jersey","$111750"
"Janklow Bill (R-SD)","South Dakota","$111300"
"Trott Dave (R-MI)","Michigan","$111130"
"Schneider Claudine C (R-RI)","Rhode Island","$110914"
"Combest Larry (R-TX)","Texas","$109751"
"Mascara Frank (D-PA)","Pennsylvania","$109461"
"Pickle James Jarrell (D-TX)","Texas","$108897"
"Skaggs David E (D-CO)","Colorado","$108851"
"Radel Trey (R-FL)","Florida","$108245"
"McClain Lisa (R-MI)","Michigan","$107878"
"Santos George (R-NY)","New York","$107532"
"Edwards Chuck (R-NC)","North Carolina","$107389"
"Sabo Martin Olav (D-MN)","Minnesota","$107254"
"Mann David S (D-OH)","Ohio","$107025"
"Owens Wayne (D-UT)","Utah","$106700"
"Moore Riley (R-WV)","West Virginia","$106272"
"Ezell Mike (R-MS)","Mississippi","$105666"
"Ramirez Delia (D-IL)","Illinois","$105544"
"Smith Nick (R-MI)","Michigan","$105039"
"LaRocco Larry (D-ID)","Idaho","$104944"
"Smith Linda (R-WA)","Washington","$104701"
"Jackson Jonathan (D-IL)","Illinois","$104463"
"Michel Robert H (R-IL)","Illinois","$103430"
"Goldman Craig (R-TX)","Texas","$101568"
"Alford Mark (R-MO)","Missouri","$101431"
"Unsoeld Jolene (D-WA)","Washington","$101284"
"Geren Pete (D-TX)","Texas","$101250"
"Mann Tracey (R-KS)","Kansas","$100675"
"Foushee Valerie (D-NC)","North Carolina","$99495"
"Skeen Joe (R-NM)","New Mexico","$99414"
"Goss Porter (R-FL)","Florida","$99050"
"Oakar Mary Rose (D-OH)","Ohio","$98768"
"Gunderson Steve (R-WI)","Wisconsin","$98255"
"McClellan Jennifer (D-VA)","Virginia","$97984"
"Davis Jo Ann (R-VA)","Virginia","$97900"
"Gray William H III (D-PA)","Pennsylvania","$97800"
"Emerson Bill (R-MO)","Missouri","$97545"
"Tokuda Jill (D-HI)","Hawaii","$97301"
"Ward Mike (D-KY)","Kentucky","$97242"
"Bentley Helen Delich (R-MD)","Maryland","$97150"
"Ivey Glenn (D-MD)","Maryland","$96651"
"Saiki Patricia Fukuda (R-HI)","Hawaii","$96385"
"Glickman Daniel Robert (D-KS)","Kansas","$95640"
"Parker Mike (R-MS)","Mississippi","$94481"
"Russo Martin A (D-IL)","Illinois","$94325"
"Williams Nikema Natassha (D-GA)","Georgia","$94113"
"Packard Ron (R-CA)","California","$93928"
"Browder Glen (D-AL)","Alabama","$93726"
"Grandy Fred (R-IA)","Iowa","$93647"
"Bresnahan Rob (R-PA)","Pennsylvania","$93339"
"Knott Brad (R-NC)","North Carolina","$93325"
"Shuster Bud (R-PA)","Pennsylvania","$93275"
"Hardy Cresent (R-NV)","Nevada","$92900"
"Gilchrest Wayne T (R-MD)","Maryland","$92651"
"Pease Ed (R-IN)","Indiana","$92624"
"Hahn Janice (D-CA)","California","$92450"
"Hamilton Lee H (D-IN)","Indiana","$92325"
"Ratcliffe John (R-TX)","Texas","$92121"
"Otter C L (Butch) (R-ID)","Idaho","$92100"
"Bruce Terry L (D-IL)","Illinois","$91481"
"Riggs Frank (R-CA)","California","$91437"
"Phelps David (D-IL)","Illinois","$91308"
"Johnson C Donald (D-GA)","Georgia","$90830"
"Hilliard Earl F (D-AL)","Alabama","$90525"
"Ritter Don (R-PA)","Pennsylvania","$90050"
"Casar Greg (D-TX)","Texas","$89856"
"Downey Thomas J (D-NY)","New York","$89719"
"Fowler Tillie (R-FL)","Florida","$89300"
"Cravaack Chip (R-MN)","Minnesota","$89276"
"Hutchinson Asa (R-AR)","Arkansas","$88710"
"Hall Tony P (D-OH)","Ohio","$88410"
"Grucci Felix J Jr (R-NY)","New York","$87935"
"Furse Elizabeth (D-OR)","Oregon","$87653"
"Bateman Herbert H (R-VA)","Virginia","$87375"
"Bell Chris (D-TX)","Texas","$87260"
"Harrigan Pat (R-NC)","North Carolina","$86571"
"Maloy Celeste (R-UT)","Utah","$86529"
"Hansen James V (R-UT)","Utah","$85804"
"Olszewski John Anthony Jr. (D-MD)","Maryland","$85787"
"Reynolds Mel (D-IL)","Illinois","$85775"
"Waldholtz Enid Greene (R-UT)","Utah","$85631"
"Bates Jim (D-CA)","California","$85198"
"Holloway Clyde C (R-LA)","Louisiana","$84622"
"Stallings Richard (D-ID)","Idaho","$84452"
"Lent Norman F (R-NY)","New York","$83716"
"Friedman Laura (D-CA)","California","$83625"
"Hochbrueckner George J (D-NY)","New York","$83267"
"Oberstar James L (D-MN)","Minnesota","$81780"
"Clay William L (D-MO)","Missouri","$81750"
"Tejeda Frank (D-TX)","Texas","$81401"
"Madigan Edward R (R-IL)","Illinois","$81104"
"Smith Neal (D-IA)","Iowa","$80786"
"Machtley Ronald Keith (R-RI)","Rhode Island","$80656"
"Biggs Sheri (R-SC)","South Carolina","$80478"
"Byrne Leslie L (D-VA)","Virginia","$80423"
"Fortuno Luis (R-PR)","Puerto Rico","$80102"
"Orton Bill (D-UT)","Utah","$80100"
"Garcia Robert (D-CA)","California","$79370"
"Chenoweth Helen (R-ID)","Idaho","$79325"
"Cook Merrill (R-UT)","Utah","$79260"
"Enyart William (D-IL)","Illinois","$78900"
"Gekas George W (R-PA)","Pennsylvania","$78875"
"Duarte John (R-CA)","California","$78049"
"Baumgartner Michael (R-WA)","Washington","$77723"
"Fingerhut Eric D (D-OH)","Ohio","$77673"
"Ford Harold E (D-TN)","Tennessee","$77550"
"Shows Ronnie (D-MS)","Mississippi","$76966"
"Barcia Jim (D-MI)","Michigan","$76916"
"Spence Floyd D (R-SC)","South Carolina","$76700"
"Hernandez Rivera Pablo Jose (3-PR)","Puerto Rico","$76368"
"Sali Bill (R-ID)","Idaho","$76150"
"Randall Emily (D-WA)","Washington","$76035"
"Pickett Owen B (D-VA)","Virginia","$76000"
"Coleman Ronald D (D-TX)","Texas","$75950"
"Pappas Mike (R-NJ)","New Jersey","$75628"
"Thornton Ray (D-AR)","Arkansas","$75500"
"Washington Craig A (D-TX)","Texas","$74850"
"Atkins Chester Greenough (D-MA)","Massachusetts","$73950"
"LaFalce John J (D-NY)","New York","$73950"
"McMillan J Alex (R-NC)","North Carolina","$73550"
"Sharp Philip R (D-IN)","Indiana","$73050"
"Trone David (D-MD)","Maryland","$73041"
"Hefley Joel (R-CO)","Colorado","$72855"
"Hayes Jimmy (R-LA)","Louisiana","$72201"
"Fallon Patrick (R-TX)","Texas","$72043"
"Sarpalius William Clarence (D-TX)","Texas","$71900"
"Kopetski Mike (D-OR)","Oregon","$71550"
"Brooks Jack Bascom (D-TX)","Texas","$71500"
"Cremeans Frank A (R-OH)","Ohio","$71353"
"Evans Gabe (R-CO)","Colorado","$70685"
"Smith Larry (D-FL)","Florida","$70400"
"Wise Bob (D-WV)","West Virginia","$70400"
"Meyers Jan (R-KS)","Kansas","$70336"
"Coppersmith Samuel G (D-AZ)","Arizona","$70150"
"Brown George E Jr (D-CA)","California","$69604"
"McGuire John (R-VA)","Virginia","$68940"
"AuCoin Les (D-OR)","Oregon","$68000"
"Peterson Pete (D-FL)","Florida","$67404"
"Davidson Warren (R-OH)","Ohio","$67095"
"Gill Brandon (R-TX)","Texas","$67075"
"Chrysler Dick (R-MI)","Michigan","$67000"
"Beilenson Anthony C (D-CA)","California","$66950"
"Russell Steven (R-OK)","Oklahoma","$66900"
"Borski Bob (D-PA)","Pennsylvania","$66323"
"Baird Jim (R-IN)","Indiana","$66286"
"Millender-McDonald Juanita (D-CA)","California","$66250"
"Spano Ross (R-FL)","Florida","$66109"
"Walgren Doug (D-PA)","Pennsylvania","$66000"
"Barrett Bill (R-NE)","Nebraska","$65930"
"Ogles Andy (R-TN)","Tennessee","$65789"
"Quillen James H (R-TN)","Tennessee","$65700"
"Hill Rick (R-MT)","Montana","$65640"
"Mackenzie Ryan (R-PA)","Pennsylvania","$65590"
"Rooney Francis (R-FL)","Florida","$65400"
"Klein Herbert C (D-NJ)","New Jersey","$64800"
"McGrath Raymond J (R-NY)","New York","$64750"
"Fulcher Russ (R-ID)","Idaho","$64180"
"Miller Mary (R-IL)","Illinois","$63933"
"McEwen Bob (R-OH)","Ohio","$63190"
"Schmidt Derek (R-KS)","Kansas","$63043"
"Lipinski Bill (D-IL)","Illinois","$62700"
"Platts Todd (R-PA)","Pennsylvania","$62600"
"Vucanovich Barbara F (R-NV)","Nevada","$62510"
"Bereuter Doug (R-NE)","Nebraska","$62400"
"Dymally Mervyn M (D-CA)","California","$61700"
"Frisa Daniel (R-NY)","New York","$61669"
"Dornan Robert K (R-CA)","California","$60617"
"Green Bill (R-NY)","New York","$60365"
"Foglietta Thomas M (D-PA)","Pennsylvania","$59900"
"McDade Joseph M (R-PA)","Pennsylvania","$59850"
"Mineta Norman Y (D-CA)","California","$59200"
"English Karan (D-AZ)","Arizona","$58700"
"Ballance Frank W Jr (D-NC)","North Carolina","$58600"
"Schuette Bill (R-MI)","Michigan","$57974"
"Panetta Leon Edward (D-CA)","California","$56950"
"Martinez Matthew G (D-CA)","California","$56900"
"Lloyd Marilyn L (D-TN)","Tennessee","$56422"
"Canady Charles T (R-FL)","Florida","$56400"
"Dellums Ronald V (D-CA)","California","$56160"
"Labrador Raul (R-ID)","Idaho","$56010"
"Hurd Jeffrey (R-CO)","Colorado","$55502"
"Vander Jagt Guy A (R-MI)","Michigan","$55470"
"Johnston Harry A (D-FL)","Florida","$55383"
"Jontz James (D-IN)","Indiana","$55117"
"Bentivolio Kerry (R-MI)","Michigan","$54611"
"Jones Ben (D-VA)","Virginia","$54600"
"Montgomery G V (Sonny) (D-MS)","Mississippi","$54550"
"Guarini Frank J (D-NJ)","New Jersey","$54500"
"Henry Paul B (R-MI)","Michigan","$54450"
"Hancock Mel (R-MO)","Missouri","$54405"
"Self Keith (R-TX)","Texas","$54120"
"Jenkins Bill (R-TN)","Tennessee","$54025"
"Redmond Bill (R-NM)","New Mexico","$54000"
"Delaney April (D-MD)","Maryland","$53831"
"Patterson Elizabeth J (D-SC)","South Carolina","$53250"
"Mcdowell Addison (R-NC)","North Carolina","$53198"
"Edwards Mickey (R-OK)","Oklahoma","$53150"
"Crank Jeffrey G (R-CO)","Colorado","$52642"
"Lowery William D (R-CA)","California","$52634"
"Ridge Thomas J (R-PA)","Pennsylvania","$52600"
"Kahele Kai (D-HI)","Hawaii","$52337"
"Downing Troy (R-MT)","Montana","$52183"
"Wright Ron (R-TX)","Texas","$51966"
"Clawson Curt (R-FL)","Florida","$51610"
"Snowbarger Vince (R-KS)","Kansas","$51500"
"Aspin Les (D-WI)","Wisconsin","$51300"
"Mrazek Robert J (D-NY)","New York","$51203"
"Keller Fred (R-PA)","Pennsylvania","$51177"
"James Craig Taylor (R-FL)","Florida","$50525"
"Collins Mike (R-GA)","Georgia","$50104"
"Elfreth Sarah (D-MD)","Maryland","$50058"
"Seastrand Andrea (R-CA)","California","$49890"
"Collins Cardiss (D-IL)","Illinois","$48800"
"McLeod Gloria (D-CA)","California","$48270"
"Brecheen Josh (R-OK)","Oklahoma","$48196"
"Schulze Dick (R-PA)","Pennsylvania","$48175"
"Metcalf Jack (R-WA)","Washington","$47775"
"Swift Al (D-WA)","Washington","$47740"
"Rulli Michael (R-OH)","Ohio","$47251"
"Shepherd Karen F (D-UT)","Utah","$47225"
"Roth Toby (R-WI)","Wisconsin","$47030"
"Rivas Luz (D-CA)","California","$46915"
"Valentine Itimous Thaddeus Jr (D-NC)","North Carolina","$46764"
"Pou Nelida (D-NJ)","New Jersey","$46700"
"Good Bob (R-VA)","Virginia","$46630"
"Huffington Michael (R-CA)","California","$46590"
"Eckart Dennis E (D-OH)","Ohio","$46575"
"Dixon Julian C (D-CA)","California","$45650"
"Weber Vin (R-MN)","Minnesota","$45100"
"Mills Cory (R-FL)","Florida","$44927"
"Wied Tony (R-WI)","Wisconsin","$44457"
"Pursell Carl Daune (R-MI)","Michigan","$44400"
"Capps Walter H (D-CA)","California","$44388"
"Kerns Brian (R-IN)","Indiana","$44350"
"Volkmer Harold L (D-MO)","Missouri","$44250"
"Ray Richard (D-GA)","Georgia","$44200"
"Archer Bill (R-TX)","Texas","$44175"
"Scheuer James H (D-NY)","New York","$44070"
"Fedorchak Julie (R-ND)","North Dakota","$43913"
"Rhodes John Jacob III (R-AZ)","Arizona","$43740"
"Smith Bob (R-OR)","Oregon","$43550"
"Williams Pat (D-MT)","Montana","$42550"
"Ravenel Arthur Jr (R-SC)","South Carolina","$42050"
"Messmer Mark (R-IN)","Indiana","$41992"
"Hughes Bill (D-NJ)","New Jersey","$41975"
"Rinaldo Matthew J (R-NJ)","New Jersey","$41750"
"Grant Bill (R-FL)","Florida","$41650"
"Dannemeyer William E (R-CA)","California","$41405"
"Nagle David R (D-IA)","Iowa","$40800"
"Staggers Harley Orrin Jr (D-WV)","West Virginia","$40700"
"Buechner Jack (R-MO)","Missouri","$40600"
"Blackwell Lucien E (D-PA)","Pennsylvania","$40356"
"Erdreich Ben (D-AL)","Alabama","$40150"
"Mitchell Paul (R-MI)","Michigan","$40096"
"Ford William D (D-MI)","Michigan","$40000"
"Hamadeh Abraham (R-AZ)","Arizona","$39502"
"Franklin Scott (R-FL)","Florida","$39086"
"Jack Brian (R-GA)","Georgia","$38800"
"Bono Sonny (R-CA)","California","$38750"
"Garrett Tom (R-VA)","Virginia","$38304"
"McHale Paul (D-PA)","Pennsylvania","$37600"
"Lagomarsino Robert J (R-CA)","California","$37135"
"Smith Peter (R-VT)","Vermont","$36896"
"Jones Brenda (D-MI)","Michigan","$36894"
"Rose Charlie (D-NC)","North Carolina","$36850"
"Sisisky Norman (D-VA)","Virginia","$36450"
"Luken Charles John (D-OH)","Ohio","$36225"
"Bustamante Albert G (D-TX)","Texas","$35550"
"Fish Hamilton Jr (R-NY)","New York","$35000"
"Schroeder Patricia (D-CO)","Colorado","$34434"
"Bordallo Madeleine Z (D-GU)","Guam","$34100"
"Douglas Chuck (R-NH)","New Hampshire","$33970"
"Walker Robert S (R-PA)","Pennsylvania","$33966"
"Mink Patsy T (D-HI)","Hawaii","$33925"
"Barlow Tom (D-KY)","Kentucky","$33400"
"Hatcher Charles Floyd (D-GA)","Georgia","$33250"
"Wolpe Howard E (D-MI)","Michigan","$32550"
"Hutto Earl D (D-FL)","Florida","$32450"
"Harris Claude Jr (D-AL)","Alabama","$32150"
"Bunn Jim (R-OR)","Oregon","$31770"
"Longley James B Jr (R-ME)","Maine","$31400"
"Hamburg Dan (D-CA)","California","$30425"
"Dyson Roy (D-MD)","Maryland","$30050"
"Tucker Walter R III (D-CA)","California","$29850"
"Myers John T (R-IN)","Indiana","$29788"
"Nichols Richard D (R-KS)","Kansas","$29607"
"Dwyer Bernard J (D-NJ)","New Jersey","$29600"
"Donnelly Brian (D-MA)","Massachusetts","$29000"
"Roybal Edward R (D-CA)","California","$28950"
"Yates Sidney R (D-IL)","Illinois","$28750"
"Johnson Jay (D-WI)","Wisconsin","$28175"
"McCandless Alfred A (R-CA)","California","$27900"
"Clinger William F (R-PA)","Pennsylvania","$27475"
"McAllister Vance (R-LA)","Louisiana","$27250"
"Neal Stephen L (D-NC)","North Carolina","$27100"
"Horn Joan Kelly (D-MO)","Missouri","$27050"
"Alexander William Vollie Jr (D-AR)","Arkansas","$26850"
"Hiler John (R-IN)","Indiana","$26750"
"Turner Sylvester (D-TX)","Texas","$26050"
"Byron Beverly B (D-MD)","Maryland","$25800"
"Roe Robert A (D-NJ)","New Jersey","$25800"
"Traficant James A Jr (I-OH)","Ohio","$25650"
"Colorado-Laguna Antonio J (D-PR)","Puerto Rico","$24750"
"Turner Robert L (R-NY)","New York","$24520"
"Murphy Austin J (D-PA)","Pennsylvania","$24350"
"Penny Timothy J (D-MN)","Minnesota","$24255"
"Flanagan Michael Patrick (R-IL)","Illinois","$24100"
"Hertel Dennis M (D-MI)","Michigan","$23928"
"Mazzoli Romano L (D-KY)","Kentucky","$23000"
"English Glenn Lee Jr (D-OK)","Oklahoma","$22600"
"Jenkins Edgar L (D-GA)","Georgia","$22550"
"Slaughter D French Jr (R-VA)","Virginia","$22280"
"Miller John (R-WA)","Washington","$21750"
"Coleman E Thomas (R-MO)","Missouri","$21692"
"Sangmeister George E (D-IL)","Illinois","$21650"
"Osborne Tom (R-NE)","Nebraska","$21574"
"Bevill Tom (D-AL)","Alabama","$21450"
"Thomas Robert Lindsay (D-GA)","Georgia","$21100"
"Cox John W Jr (D-IL)","Illinois","$20850"
"Levy David A (3-NY)","New York","$20725"
"McCloskey Frank (D-IN)","Indiana","$20690"
"Sablan Gregorio (I-MP)","Northern Mariana Islands","$20400"
"McIver LaMonica (D-NJ)","New Jersey","$20244"
"Collins Barbara-Rose (D-MI)","Michigan","$19950"
"Shreve Jefferson (R-IN)","Indiana","$19900"
"Ireland Andy (R-FL)","Florida","$19824"
"Edwards Don (D-CA)","California","$19725"
"Underwood Robert (D-GU)","Guam","$19500"
