"Representative","State","Amount"
"Waldholtz Enid Greene (R-UT)","Utah","$27900"
"Inslee Jay (D)","","$27896"
"Stump Bob (R-AZ)","Arizona","$27870"
"Scott Bobby (D-VA)","Virginia","$27850"
"Gilman Benjamin A (R-NY)","New York","$27685"
"Dymally Mervyn M (D-CA)","California","$27650"
"Bass Karen (D-CA)","California","$27525"
"Shuler Heath (D-NC)","North Carolina","$27450"
"Davis Lincoln (D-TN)","Tennessee","$27250"
"Lagomarsino Robert J (R-CA)","California","$27000"
"Metcalf Jack (R-WA)","Washington","$26950"
"Danner Pat (D-MO)","Missouri","$26850"
"Gilchrest Wayne T (R-MD)","Maryland","$26790"
"Longley James B Jr (R-ME)","Maine","$26700"
"Browder Glen (D-AL)","Alabama","$26590"
"Davis David (R-TN)","Tennessee","$26500"
"Blute Peter I (R-MA)","Massachusetts","$26450"
"Garrett Tom (R-VA)","Virginia","$26250"
"Pickett Owen B (D-VA)","Virginia","$26250"
"Walsh Joe (R)","","$26000"
"Ruppersberger Dutch (D-MD)","Maryland","$25950"
"Torres Ritchie (D-NY)","New York","$25916"
"Boswell Leonard (D-IA)","Iowa","$25900"
"Pease Ed (R-IN)","Indiana","$25750"
"Yoho Ted (R-FL)","Florida","$25650"
"Carson Andre (D-IN)","Indiana","$25550"
"Vander Jagt Guy A (R-MI)","Michigan","$25502"
"Lynch Stephen (D-MA)","Massachusetts","$25500"
"Davids Sharice (D-KS)","Kansas","$25341"
"Everett Terry (R-AL)","Alabama","$25250"
"Skaggs David E (D-CO)","Colorado","$25213"
"Rhodes John Jacob III (R-AZ)","Arizona","$24950"
"Brown-Waite Ginny (R-FL)","Florida","$24750"
"Meek Kendrick B (D-FL)","Florida","$24600"
"Ruiz Raul (D-CA)","California","$24519"
"Brown Anthony (D-MD)","Maryland","$24500"
"Michel Robert H (R-IL)","Illinois","$24500"
"McMillan J Alex (R-NC)","North Carolina","$24465"
"Eckart Dennis E (D-OH)","Ohio","$24450"
"Smith Linda (R-WA)","Washington","$24310"
"Rooney Francis (R-FL)","Florida","$24300"
"Tejeda Frank (D-TX)","Texas","$24000"
"Axne Cindy (D-IA)","Iowa","$23958"
"Courtney Joe (D-CT)","Connecticut","$23950"
"Fattah Chaka (D-PA)","Pennsylvania","$23950"
"Mrvan Frank Jr (D-IN)","Indiana","$23914"
"Adams Sandy (R-FL)","Florida","$23800"
"Crenshaw Ander (R-FL)","Florida","$23750"
"Ridge Thomas J (R-PA)","Pennsylvania","$23715"
"Jackson Jesse Jr (D-IL)","Illinois","$23700"
"Margolies Marjorie (D-PA)","Pennsylvania","$23700"
"Turner Robert L (R-NY)","New York","$23250"
"Gekas George W (R-PA)","Pennsylvania","$23200"
"Moody Jim (D-WI)","Wisconsin","$22800"
"Brown Corrine (D-FL)","Florida","$22750"
"Schauer Mark (D-MI)","Michigan","$22668"
"Alexander William Vollie Jr (D-AR)","Arkansas","$22635"
"Allen Tom H (D-ME)","Maine","$22605"
"Schrock Ed (R-VA)","Virginia","$22520"
"Chrysler Dick (R-MI)","Michigan","$22500"
"Messmer Mark (R-IN)","Indiana","$22404"
"Garcia Joe (D-FL)","Florida","$22300"
"Meyers Jan (R-KS)","Kansas","$22200"
"Vindman Yevgeny 'Eugene' (D-VA)","Virginia","$22178"
"Moore Barry (R-AL)","Alabama","$22154"
"Yakym Rudy (R-IN)","Indiana","$22071"
"Capps Lois (D-CA)","California","$22000"
"Hice Jody (R-GA)","Georgia","$22000"
"Sabo Martin Olav (D-MN)","Minnesota","$21950"
"Hanabusa Colleen (D-HI)","Hawaii","$21927"
"Honda Mike (D-CA)","California","$21900"
"Moore Gwen (D-WI)","Wisconsin","$21800"
"Turner Sylvester (D-TX)","Texas","$21800"
"Hooley Darlene (D-OR)","Oregon","$21750"
"Sherman Brad (D-CA)","California","$21374"
"Hahn Janice (D-CA)","California","$21350"
"Childers Travis (D-MS)","Mississippi","$21250"
"Kennedy Mike (R-UT)","Utah","$21201"
"Weiner Anthony D (D-NY)","New York","$21050"
"Pingree Chellie (D-ME)","Maine","$21000"
"Huckaby Jerry (D-LA)","Louisiana","$20950"
"Sykes Emilia (D-OH)","Ohio","$20912"
"Roth Toby (R-WI)","Wisconsin","$20900"
"Levin Mike (D-CA)","California","$20899"
"Myers John T (R-IN)","Indiana","$20875"
"Smith Nick (R-MI)","Michigan","$20850"
"Jones Mondaire (D-NY)","New York","$20768"
"McHugh John M (R-NY)","New York","$20760"
"Rose Max (D-NY)","New York","$20635"
"Weldon Dave (R-FL)","Florida","$20600"
"Baca Joe (D-CA)","California","$20550"
"Boyda Nancy (D-KS)","Kansas","$20530"
"Lancaster Harold Martin (D-NC)","North Carolina","$20500"
"Orton Bill (D-UT)","Utah","$20400"
"Harrigan Pat (R-NC)","North Carolina","$20373"
"Gallo Dean A (R-NJ)","New Jersey","$20315"
"Pappas Chris (D-NH)","New Hampshire","$20264"
"Davis Robert William (R-MI)","Michigan","$20250"
"Quigley Mike (D-IL)","Illinois","$20200"
"Leach Jim (R-IA)","Iowa","$20050"
"Moulton Seth (D-MA)","Massachusetts","$20026"
"Frisa Daniel (R-NY)","New York","$19950"
"Kim Jay C (R-CA)","California","$19950"
"Clay William L Jr (D-MO)","Missouri","$19650"
"Fawell Harris W (R-IL)","Illinois","$19600"
"Anderson Glenn M (D-CA)","California","$19500"
"Garamendi John (D-CA)","California","$19400"
"Cleaver Emanuel (D-MO)","Missouri","$19380"
"Hancock Mel (R-MO)","Missouri","$19350"
"Markey Betsy (D-CO)","Colorado","$19150"
"Farr Sam (D-CA)","California","$19000"
"Deluzio Christopher (D-PA)","Pennsylvania","$18880"
"Machtley Ronald Keith (R-RI)","Rhode Island","$18835"
"Brown Shontel (D-OH)","Ohio","$18800"
"Swett Dick (D-NH)","New Hampshire","$18800"
"Grant Bill (R-FL)","Florida","$18774"
"McAllister Vance (R-LA)","Louisiana","$18750"
"Pappas Mike (R-NJ)","New Jersey","$18750"
"Self Keith (R-TX)","Texas","$18625"
"Scholten Hillary (D-MI)","Michigan","$18547"
"Huffman Jared (D-CA)","California","$18401"
"Tsongas Niki (D-MA)","Massachusetts","$18351"
"Fry Russell (R-SC)","South Carolina","$18275"
"Bentivolio Kerry (R-MI)","Michigan","$18250"
"Davis Jo Ann (R-VA)","Virginia","$18250"
"Pocan Mark (D-WI)","Wisconsin","$18241"
"Dahlkemper Kathy (D-PA)","Pennsylvania","$18225"
"Meehan Marty (D-MA)","Massachusetts","$18200"
"Montgomery G V (Sonny) (D-MS)","Mississippi","$18100"
"Studds Gerry E (D-MA)","Massachusetts","$18100"
"Giffords Gabrielle (D-AZ)","Arizona","$18050"
"Murphy Patrick J (D-PA)","Pennsylvania","$18000"
"Murphy Greg (R-NC)","North Carolina","$17917"
"Baumgartner Michael (R-WA)","Washington","$17904"
"Rouda Harley (D-CA)","California","$17870"
"Emanuel Rahm (D-IL)","Illinois","$17800"
"Green Bill (R-NY)","New York","$17800"
"Schenk Lynn (D-CA)","California","$17800"
"Halvorson Deborah (D-IL)","Illinois","$17750"
"Ryan Pat (D-NY)","New York","$17589"
"Murphy Scott (D-NY)","New York","$17500"
"Bunn Jim (R-OR)","Oregon","$17450"
"Johnson C Donald (D-GA)","Georgia","$17200"
"Lipinski Bill (D-IL)","Illinois","$17200"
"Fowler Tillie (R-FL)","Florida","$17150"
"Roe Robert A (D-NJ)","New Jersey","$17150"
"Bilbray James H (D-NV)","Nevada","$17000"
"McCarthy Karen (D-MO)","Missouri","$17000"
"Ray Richard (D-GA)","Georgia","$17000"
"Minnick Walt (D-ID)","Idaho","$16950"
"Cox TJ (D-CA)","California","$16946"
"Esty Elizabeth (D-CT)","Connecticut","$16900"
"Kostmayer Peter H (D-PA)","Pennsylvania","$16775"
"Ellsworth Brad (D-IN)","Indiana","$16749"
"Smith Bob (R-OR)","Oregon","$16700"
"McCarthy Carolyn (D-NY)","New York","$16600"
"McMahon Michael E (D-NY)","New York","$16450"
"Unsoeld Jolene (D-WA)","Washington","$16415"
"Houlahan Chrissy (D-PA)","Pennsylvania","$16353"
"Stevens Haley (D-MI)","Michigan","$16280"
"Wheat Alan (D-MO)","Missouri","$16280"
"Harris Claude Jr (D-AL)","Alabama","$16250"
"Hilliard Earl F (D-AL)","Alabama","$16250"
"Kissell Larry (D-NC)","North Carolina","$16225"
"Coyne William J (D-PA)","Pennsylvania","$16200"
"Kilpatrick Carolyn Cheeks (D-MI)","Michigan","$16100"
"Luken Charles John (D-OH)","Ohio","$16050"
"Gray Adam (D-CA)","California","$15975"
"Hefner W G (Bill) (D-NC)","North Carolina","$15950"
"Fudge Marcia (D-OH)","Ohio","$15850"
"Trott Dave (R-MI)","Michigan","$15750"
"Massa Eric (D-NY)","New York","$15740"
"Case Ed (D-HI)","Hawaii","$15700"
"Kuster Ann (D-NH)","New Hampshire","$15529"
"Burlison Eric (R-MO)","Missouri","$15507"
"Slaughter Louise M (D-NY)","New York","$15500"
"Wexler Robert (D-FL)","Florida","$15450"
"Gray William H III (D-PA)","Pennsylvania","$15350"
"Budzinski Nikki (D-IL)","Illinois","$15300"
"Schwarz Joe (R-MI)","Michigan","$15300"
"Kratovil Frank (D-MD)","Maryland","$15200"
"Hoeffel Joseph M (D-PA)","Pennsylvania","$15050"
"McCandless Alfred A (R-CA)","California","$15049"
"Pettersen Brittany (D-CO)","Colorado","$15026"
"Clarke Yvette (D-NY)","New York","$15000"
"Mrazek Robert J (D-NY)","New York","$14850"
"McClellan Jennifer (D-VA)","Virginia","$14815"
"Sutton Betty Sue (D-OH)","Ohio","$14750"
"Early Joseph D (D-MA)","Massachusetts","$14700"
"Slaughter D French Jr (R-VA)","Virginia","$14700"
"Delahunt Bill (D-MA)","Massachusetts","$14650"
"Minge David (D-MN)","Minnesota","$14600"
"Grayson Alan (D-FL)","Florida","$14505"
"Murphy Stephanie (D-FL)","Florida","$14495"
"Bono Sonny (R-CA)","California","$14382"
"Wilson Charlie (D-OH)","Ohio","$14300"
"LaRocco Larry (D-ID)","Idaho","$14200"
"Cohen Steve (D-TN)","Tennessee","$14150"
"Walgren Doug (D-PA)","Pennsylvania","$14150"
"Sawyer Tom (D-OH)","Ohio","$14100"
"Alford Mark (R-MO)","Missouri","$14050"
"Hoagland Peter (D-NE)","Nebraska","$14050"
"Schroeder Patricia (D-CO)","Colorado","$14050"
"Wright Jim (D-TX)","Texas","$14000"
"Madigan Edward R (R-IL)","Illinois","$13985"
"Funderburk David (R-NC)","North Carolina","$13950"
"Weber Vin (R-MN)","Minnesota","$13950"
"Caraveo Yadira (D-CO)","Colorado","$13705"
"Kucinich Dennis (I-OH)","Ohio","$13650"
"Torres Norma (D-CA)","California","$13636"
"Deutsch Peter (D-FL)","Florida","$13600"
"Harris Mark (R-NC)","North Carolina","$13600"
"Klein Ron (D-FL)","Florida","$13600"
"McKinney Cynthia (3)","","$13575"
"Byrne Leslie L (D-VA)","Virginia","$13476"
"Eshoo Anna (D-CA)","California","$13450"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$13436"
"Wied Tony (R-WI)","Wisconsin","$13425"
"Porter John Edward (R-IL)","Illinois","$13325"
"Kreidler Mike (D-WA)","Washington","$13300"
"Deutch Ted (D-FL)","Florida","$13200"
"Fish Hamilton Jr (R-NY)","New York","$13000"
"Owens Wayne (D-UT)","Utah","$13000"
"Brown George E Jr (D-CA)","California","$12950"
"Spence Floyd D (R-SC)","South Carolina","$12900"
"Stangeland Arlan (R-MN)","Minnesota","$12850"
"Weygand Bob (D-RI)","Rhode Island","$12775"
"McDermott Jim (D-WA)","Washington","$12734"
"Subramanyam Suhas (D-VA)","Virginia","$12710"
"Russo Martin A (D-IL)","Illinois","$12575"
"Newman Marie (D-IL)","Illinois","$12485"
"Riley Josh (D-NY)","New York","$12437"
"Grijalva Raul M (D-AZ)","Arizona","$12380"
"Lowery William D (R-CA)","California","$12350"
"Bowman Jamaal (D-NY)","New York","$12299"
"Miller Brad (D-NC)","North Carolina","$12200"
"Volkmer Harold L (D-MO)","Missouri","$12200"
"Bynum Janelle (D-OR)","Oregon","$12139"
"Schrier Kim (D-WA)","Washington","$12058"
"Jackson Jonathan (D-IL)","Illinois","$12000"
"Pashayan Charles Jr (R-CA)","California","$11950"
"Neguse Joseph (D-CO)","Colorado","$11900"
"Williams Nikema Natassha (D-GA)","Georgia","$11850"
"Haaland Debra (D-NM)","New Mexico","$11849"
"Lieu Ted (D-CA)","California","$11838"
"Sorensen Eric (D-IL)","Illinois","$11823"
"Foglietta Thomas M (D-PA)","Pennsylvania","$11800"
"Ireland Andy (R-FL)","Florida","$11600"
"Baldacci John (D-ME)","Maine","$11550"
"Torkildsen Peter G (R-MA)","Massachusetts","$11550"
"Hatcher Charles Floyd (D-GA)","Georgia","$11500"
"Pierluisi Pedro (D-PR)","Puerto Rico","$11500"
"Williams Pat (D-MT)","Montana","$11425"
"Smith Peter (R-VT)","Vermont","$11400"
"Kanjorski Paul E (D-PA)","Pennsylvania","$11350"
"Ford William D (D-MI)","Michigan","$11300"
"Furse Elizabeth (D-OR)","Oregon","$11300"
"Payne Donald M (D-NJ)","New Jersey","$11300"
"Sisisky Norman (D-VA)","Virginia","$11250"
"Johnson Hank (D-GA)","Georgia","$11240"
"McGrath Raymond J (R-NY)","New York","$11200"
"Ansari Yassamin (D-AZ)","Arizona","$11185"
"Biggs Sheri (R-SC)","South Carolina","$11000"
"Miller Jeff (R-FL)","Florida","$11000"
"Scheuer James H (D-NY)","New York","$11000"
"Liccardo Sam T. (D-CA)","California","$10925"
"Christian-Christensen Donna (D-VI)","Virgin Islands","$10900"
"Gutierrez Luis V (D-IL)","Illinois","$10850"
"Tucker Walter R III (D-CA)","California","$10750"
"Downey Thomas J (D-NY)","New York","$10700"
"Latimer George (D-NY)","New York","$10600"
"Phelps David (D-IL)","Illinois","$10479"
"Edwards Donna (D-MD)","Maryland","$10456"
"Vasquez Gabe (D-NM)","New Mexico","$10405"
"Baird Jim (R-IN)","Indiana","$10400"
"Mann David S (D-OH)","Ohio","$10400"
"Solarz Stephen J (D-NY)","New York","$10350"
"Langevin Jim (D-RI)","Rhode Island","$10330"
"Salinas Andrea (D-OR)","Oregon","$10314"
"Graham Gwen (D-FL)","Florida","$10250"
"Delaney John K (D)","","$10245"
"Lloyd Marilyn L (D-TN)","Tennessee","$10100"
"Hill Katie (D-CA)","California","$10094"
"Bourdeaux Carolyn (D-GA)","Georgia","$10036"
"Gunderson Steve (R-WI)","Wisconsin","$10030"
"Byron Beverly B (D-MD)","Maryland","$10000"
"Barragan Nanette (D-CA)","California","$9987"
"Whitesides George (D-CA)","California","$9855"
"Gonzalez Henry B (D-TX)","Texas","$9850"
"Kerns Brian (R-IN)","Indiana","$9850"
"Phillips Dean (D)","","$9840"
"Nickel Wiley (D-NC)","North Carolina","$9835"
"Carnahan Russ (D-MO)","Missouri","$9800"
"Erdreich Ben (D-AL)","Alabama","$9800"
"Watt Melvin L (D-NC)","North Carolina","$9800"
"Majette Denise L (D-GA)","Georgia","$9750"
"Hubbard Carroll Jr (D-KY)","Kentucky","$9700"
"Stansbury Melanie (D-NM)","New Mexico","$9695"
"Hutto Earl D (D-FL)","Florida","$9650"
"Kennedy Timothy (D-NY)","New York","$9600"
"Stark Pete (D-CA)","California","$9550"
"Tierney John F (D-MA)","Massachusetts","$9550"
"Miller John (R-WA)","Washington","$9525"
"Flippo Ronnie G (D-AL)","Alabama","$9500"
"Michaud Mike (D-ME)","Maine","$9500"
"Pease Don J (D-OH)","Ohio","$9500"
"Rinaldo Matthew J (R-NJ)","New Jersey","$9400"
"De la Garza E (Kika) (D-TX)","Texas","$9250"
"Ivey Glenn (D-MD)","Maryland","$9250"
"Roybal-Allard Lucille (D-CA)","California","$9200"
"Henry Paul B (R-MI)","Michigan","$9050"
"Parris Stan (R-VA)","Virginia","$8900"
"Hayes Jahana (D-CT)","Connecticut","$8895"
"Yates Sidney R (D-IL)","Illinois","$8850"
"Filner Bob (D-CA)","California","$8800"
"Mitchell Paul (R-MI)","Michigan","$8750"
"Maloney Jim (D-CT)","Connecticut","$8700"
"Coppersmith Samuel G (D-AZ)","Arizona","$8650"
"Min Dave (D-CA)","California","$8638"
"Hochul Kathleen (D-NY)","New York","$8625"
"Blagojevich Rod (D-IL)","Illinois","$8600"
"Mitchell Harry (D-AZ)","Arizona","$8600"
"Romero-Barcelo Carlos (D-PR)","Puerto Rico","$8575"
"Bush Cori (D-MO)","Missouri","$8570"
"Lewis Tom (R-FL)","Florida","$8550"
"English Karan (D-AZ)","Arizona","$8500"
"Jones Walter B (D-NC)","North Carolina","$8500"
"Strong Dale (R-AL)","Alabama","$8500"
"Rose Charlie (D-NC)","North Carolina","$8450"
"Mahoney Tim (D-FL)","Florida","$8400"
"Delgado Antonio (D-NY)","New York","$8373"
"Pursell Carl Daune (R-MI)","Michigan","$8350"
"James Craig Taylor (R-FL)","Florida","$8300"
"Magaziner Seth (D-RI)","Rhode Island","$8300"
"Evans Dwight (D-PA)","Pennsylvania","$8205"
"Flanagan Michael Patrick (R-IL)","Illinois","$8150"
"Andrews Thomas H (D-ME)","Maine","$8100"
"Heck Dennis (D-WA)","Washington","$8100"
"Osborne Tom (R-NE)","Nebraska","$8100"
"Buechner Jack (R-MO)","Missouri","$8049"
"Taylor David (R-OH)","Ohio","$8020"
"Hammerschmidt John Paul (R-AR)","Arkansas","$8000"
"Peterson Pete (D-FL)","Florida","$7975"
"McNulty Michael R (D-NY)","New York","$7950"
"Clyde Andrew (R-GA)","Georgia","$7900"
"Mullin Kevin (D-CA)","California","$7900"
"Goss Porter (R-FL)","Florida","$7850"
"Pressley Ayanna (D-MA)","Massachusetts","$7828"
"Goldman Dan (D-NY)","New York","$7810"
"Hodes Paul W (D-NH)","New Hampshire","$7800"
"Gomez Jimmy (D-CA)","California","$7758"
"Raskin Jamie (D-MD)","Maryland","$7758"
"Scarborough Joe (R-FL)","Florida","$7650"
"Arcuri Mike (D-NY)","New York","$7500"
"Bosco Doug (D-CA)","California","$7500"
"Canady Charles T (R-FL)","Florida","$7500"
"Knott Brad (R-NC)","North Carolina","$7500"
"Soto Darren (D-FL)","Florida","$7500"
"Fingerhut Eric D (D-OH)","Ohio","$7400"
"Kagen Steve (D-WI)","Wisconsin","$7400"
"Braley Bruce (D-IA)","Iowa","$7375"
"Crockett Jasmine (D-TX)","Texas","$7369"
"Neal Stephen L (D-NC)","North Carolina","$7350"
"Atkins Chester Greenough (D-MA)","Massachusetts","$7250"
"Cooley Wes (R-OR)","Oregon","$7250"
"Thomas Robert Lindsay (D-GA)","Georgia","$7250"
"Patterson Elizabeth J (D-SC)","South Carolina","$7150"
"Gonzalez Jenniffer (3-PR)","Puerto Rico","$7135"
"Plaskett Stacey (D-VI)","Virgin Islands","$7050"
"Castor Kathy (D-FL)","Florida","$7021"
"Hughes Bill (D-NJ)","New Jersey","$7000"
"Mcdonald Rivet Kristen (D-MI)","Michigan","$7000"
"Wolpe Howard E (D-MI)","Michigan","$6950"
"Brownley Julia (D-CA)","California","$6854"
"Levy David A (3-NY)","New York","$6850"
"Bates Jim (D-CA)","California","$6800"
"Dixon Julian C (D-CA)","California","$6800"
"Hoke Martin R (R-OH)","Ohio","$6775"
"Schakowsky Jan (D-IL)","Illinois","$6736"
"Collins Barbara-Rose (D-MI)","Michigan","$6680"
"Boccieri John A (D-OH)","Ohio","$6650"
"Torres Esteban E (D-CA)","California","$6650"
"Murphy Austin J (D-PA)","Pennsylvania","$6590"
"Mills Cory (R-FL)","Florida","$6565"
"Miller Dan (R-FL)","Florida","$6550"
"Walker Robert S (R-PA)","Pennsylvania","$6510"
"Traxler Bob (D-MI)","Michigan","$6500"
"Hamadeh Abraham (R-AZ)","Arizona","$6481"
"Barber Ron (D-AZ)","Arizona","$6450"
"Cicilline David (D-RI)","Rhode Island","$6445"
"Landsman Greg (D-OH)","Ohio","$6411"
"Yarmuth John (D-KY)","Kentucky","$6350"
"Smith Larry (D-FL)","Florida","$6300"
"Barlow Tom (D-KY)","Kentucky","$6250"
"Moore Tim (R-NC)","North Carolina","$6250"
"Smith Neal (D-IA)","Iowa","$6250"
"Gaydos Joseph M (D-PA)","Pennsylvania","$6150"
"Valentine Itimous Thaddeus Jr (D-NC)","North Carolina","$6150"
"Meng Grace (D-NY)","New York","$6105"
"Coleman E Thomas (R-MO)","Missouri","$6100"
"Jackson Jeff (D-NC)","North Carolina","$6050"
"Luken Thomas A (D-OH)","Ohio","$6050"
"Thompson Jill Long (D-IN)","Indiana","$6023"
"Panetta Leon Edward (D-CA)","California","$6000"
"Ramirez Delia (D-IL)","Illinois","$5994"
"Driehaus Steve (D-OH)","Ohio","$5850"
"Barrett Tom (D-WI)","Wisconsin","$5800"
"Jenkins Bill (R-TN)","Tennessee","$5750"
"Reynolds Mel (D-IL)","Illinois","$5750"
"Applegate Douglas (D-OH)","Ohio","$5614"
"Garcia Jesus (D-IL)","Illinois","$5600"
"Kopetski Mike (D-OR)","Oregon","$5600"
"Kolter Joseph P (D-PA)","Pennsylvania","$5550"
"Ward Mike (D-KY)","Kentucky","$5500"
"Lee Summer (D-PA)","Pennsylvania","$5352"
"Kilroy Mary Jo (D-OH)","Ohio","$5350"
"Sangmeister George E (D-IL)","Illinois","$5350"
"Coelho Tony (D-CA)","California","$5250"
"Maffei Dan (D-NY)","New York","$5250"
"Shea-Porter Carol (D-NH)","New Hampshire","$5240"
"Mfume Kweisi (D-MD)","Maryland","$5200"
"Rivers Lynn N (D-MI)","Michigan","$5150"
"Florio James J (D-NJ)","New Jersey","$5100"
"Hochbrueckner George J (D-NY)","New York","$5050"
"Nowak Henry J (D-NY)","New York","$5050"
"Vento Bruce F (D-MN)","Minnesota","$5050"
"McLeod Gloria (D-CA)","California","$5000"
"Tallon Robin (D-SC)","South Carolina","$5000"
"AuCoin Les (D-OR)","Oregon","$4950"
"Sempolinski Joe (R-NY)","New York","$4900"
"Mink Patsy T (D-HI)","Hawaii","$4850"
"Hoyle Val (D-OR)","Oregon","$4786"
"Dickinson William Louis (R-AL)","Alabama","$4750"
"Meek Carrie (D-FL)","Florida","$4750"
"Frost Maxwell (D-FL)","Florida","$4718"
"Guarini Frank J (D-NJ)","New Jersey","$4650"
"Fascell Dante B (D-FL)","Florida","$4600"
"Whittaker Bob (R-KS)","Kansas","$4600"
"Trone David (D-MD)","Maryland","$4510"
"Goodlander Maggie (D-NH)","New Hampshire","$4500"
"Hall Tony P (D-OH)","Ohio","$4500"
"Poshard Glenn (D-IL)","Illinois","$4300"
"Shalala Donna (D-FL)","Florida","$4300"
"Onder Robert Frank Jr (R-MO)","Missouri","$4291"
"Sikorski Gerry (D-MN)","Minnesota","$4250"
"Moskowitz Jared (D-FL)","Florida","$4110"
"Shepherd Karen F (D-UT)","Utah","$4100"
"Serrano Jose E (D-NY)","New York","$4000"
"Whitten Jamie L (D-MS)","Mississippi","$4000"
"Coughlin R Lawrence (R-PA)","Pennsylvania","$3950"
"Mavroules Nicholas (D-MA)","Massachusetts","$3900"
"Menendez Rob (D-NJ)","New Jersey","$3900"
"Dyson Roy (D-MD)","Maryland","$3850"
"Hiler John (R-IN)","Indiana","$3850"
"Nolan Rick (D-MN)","Minnesota","$3843"
"Flake Floyd H (D-NY)","New York","$3800"
"Dellums Ronald V (D-CA)","California","$3750"
"Jones Ben (D-VA)","Virginia","$3750"
"Leland Mickey (D-TX)","Texas","$3750"
"Shumway Norman D (R-CA)","California","$3750"
"Solis Hilda L (D-CA)","California","$3750"
"Jones Stephanie Tubbs (D-OH)","Ohio","$3700"
"Kihuen Ruben (D-NV)","Nevada","$3669"
"Staggers Harley Orrin Jr (D-WV)","West Virginia","$3650"
"Acevedo-Vila Anibal (D-PR)","Puerto Rico","$3625"
"Lawrence Brenda (D-MI)","Michigan","$3600"
"Colorado-Laguna Antonio J (D-PR)","Puerto Rico","$3500"
"Edwards Don (D-CA)","California","$3500"
"Holt Rush (D-NJ)","New Jersey","$3500"
"Jenkins Edgar L (D-GA)","Georgia","$3500"
"Stokes Louis (D-OH)","Ohio","$3500"
"Tokuda Jill (D-HI)","Hawaii","$3500"
"Douglas Chuck (R-NH)","New Hampshire","$3400"
"Lehman William (D-FL)","Florida","$3400"
"McCollum Betty (D-MN)","Minnesota","$3301"
"Watson Diane E (D-CA)","California","$3300"
"Wylie Chalmers P (R-OH)","Ohio","$3065"
"Auchincloss Jake (D-MA)","Massachusetts","$3050"
"Bell Wesley (D-MO)","Missouri","$3020"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$3012"
"Carney John (D-DE)","Delaware","$3000"
"Courter Jim (R-NJ)","New Jersey","$3000"
"Hall John (D-NY)","New York","$3000"
"Heineman Fred (R-NC)","North Carolina","$3000"
"Perkins Carl C (D-KY)","Kentucky","$3000"
"Stallings Richard (D-ID)","Idaho","$3000"
"Wilson Frederica (D-FL)","Florida","$3000"
"Johnston Harry A (D-FL)","Florida","$2950"
"Foushee Valerie (D-NC)","North Carolina","$2900"
"Trahan Lori (D-MA)","Massachusetts","$2875"
"Nye Glenn (D-VA)","Virginia","$2850"
"Udall Morris King (D-AZ)","Arizona","$2850"
"Bordallo Madeleine Z (D-GU)","Guam","$2800"
"Olin James R (D-VA)","Virginia","$2750"
"Annunzio Frank (D-IL)","Illinois","$2700"
"Hinchey Maurice (D-NY)","New York","$2700"
"Owens Major R (D-NY)","New York","$2600"
"Traficant James A Jr (I-OH)","Ohio","$2600"
"Strickland Marilyn (D-WA)","Washington","$2560"
"McHale Paul (D-PA)","Pennsylvania","$2550"
"McIver LaMonica (D-NJ)","New Jersey","$2505"
"Ballance Frank W Jr (D-NC)","North Carolina","$2500"
"Curson David A (D-MI)","Michigan","$2500"
"Enyart William (D-IL)","Illinois","$2500"
"Fortuno Luis (R-PR)","Puerto Rico","$2500"
"Penny Timothy J (D-MN)","Minnesota","$2500"
"Shreve Jefferson (R-IN)","Indiana","$2500"
"Yatron Gus (D-PA)","Pennsylvania","$2500"
"Feighan Edward F (D-OH)","Ohio","$2450"
"Horn Joan Kelly (D-MO)","Missouri","$2450"
"Jayapal Pramila (D-WA)","Washington","$2447"
"Casar Greg (D-TX)","Texas","$2411"
"Hertel Dennis M (D-MI)","Michigan","$2400"
"Perriello Tom (D-VA)","Virginia","$2400"
"Carson Julia (D-IN)","Indiana","$2350"
"McBride Sarah (D-DE)","Delaware","$2323"
"Morrison Kelly (D-MN)","Minnesota","$2318"
"Kahele Kai (D-HI)","Hawaii","$2301"
"Evans Lane (D-IL)","Illinois","$2250"
"Figures Shomari (D-AL)","Alabama","$2250"
"Ravenel Arthur Jr (R-SC)","South Carolina","$2250"
"Takai Mark (D-HI)","Hawaii","$2250"
"Cunningham Joe (D-SC)","South Carolina","$2168"
"Owens Bill (D-NY)","New York","$2125"
"Barnard Druie Douglas Jr (D-GA)","Georgia","$2050"
"Garcia Robert (D-CA)","California","$2045"
"Collins Cardiss (D-IL)","Illinois","$2000"
"Elfreth Sarah (D-MD)","Maryland","$2000"
"Hare Phil (D-IL)","Illinois","$2000"
"Johnson Jay (D-WI)","Wisconsin","$2000"
"McCloskey Frank (D-IN)","Indiana","$2000"
"Clayton Eva M (D-NC)","North Carolina","$1850"
"Dean Madeleine (D-PA)","Pennsylvania","$1805"
"Chu Judy (D-CA)","California","$1750"
"Faleomavaega Eni F H (D-AS)","American Samoa","$1750"
"Hopkins Larry J (R-KY)","Kentucky","$1750"
"Martinez Matthew G (D-CA)","California","$1750"
"Miller Clarence E (R-OH)","Ohio","$1750"
"Bacchus James L (D-FL)","Florida","$1700"
"Broomfield William S (R-MI)","Michigan","$1600"
"Donnelly Brian (D-MA)","Massachusetts","$1600"
"Clarke Hansen (D-MI)","Michigan","$1500"
